date,AAA,AAM,ABS,ABT,ACB,ACC,ACL,ADS,AGG,AGM,AGR,AMD,ANV,APC,APG,APH,ASG,ASM,ASP,AST,ATG,BBC,BCE,BCG,BCM,BFC,BHN,BIC,BID,BMC,BMI,BMP,BRC,BSI,BTP,BTT,BVH,BWE,C32,C47,CAV,CCI,CCL,CDC,CEE,CHP,CIG,CII,CKG,CLC,CLG,CLL,CLW,CMG,CMV,CMX,CNG,COM,CRC,CRE,CSM,CSV,CTD,CTF,CTG,CTI,CTS,CVT,D2D,DAG,DAH,DAT,DBC,DBD,DBT,DC4,DCL,DCM,DGC,DGW,DHA,DHC,DHG,DHM,DIG,DLG,DMC,DPG,DPM,DPR,DQC,DRC,DRH,DRL,DSN,DTA,DTL,DTT,DVP,DXG,DXV,EIB,ELC,EMC,EVE,EVG,FCM,FCN,FDC,FIR,FIT,FLC,FMC,FPT,FRT,FTM,FTS,GAB,GAS,GDT,GEG,GEX,GIL,GMC,GMD,GSP,GTA,GTN,GVR,HAG,HAH,HAI,HAP,HAR,HAS,HAX,HBC,HCD,HCM,HDB,HDC,HDG,HHS,HID,HII,HMC,HNG,HOT,HPG,HPX,HQC,HRC,HSG,HSL,HT1,HTI,HTL,HTN,HTV,HU1,HU3,HUB,HVH,HVN,HVX,IBC,ICT,IDI,IJC,ILB,IMP,ITA,ITC,ITD,JVC,KBC,KDC,KDH,KHP,KMR,KOS,KPF,KSB,L10,LAF,LBM,LCG,LCM,LDG,LEC,LGC,LGL,LHG,LIX,LM8,LPB,LSS,MBB,MCG,MCP,MDG,MHC,MIG,MSB,MSH,MSN,MWG,NAF,NAV,NBB,NCT,NHA,NHH,NKG,NLG,NNC,NSC,NT2,NTL,NVL,NVT,OGC,OPC,PAC,PAN,PC1,PDN,PDR,PET,PGC,PGD,PGI,PHC,PHR,PIT,PJT,PLP,PLX,PME,PMG,PNC,PNJ,POM,POW,PPC,PSH,PTB,PTC,PTL,PVD,PVT,PXI,PXS,PXT,QBS,QCG,RAL,RDP,REE,RIC,ROS,S4A,SAB,SAM,SAV,SBA,SBT,SBV,SC5,SCD,SCR,SCS,SFC,SFG,SFI,SGN,SGR,SGT,SHA,SHI,SHP,SII,SJD,SJF,SJS,SKG,SMA,SMB,SMC,SPM,SRC,SRF,SSC,SSI,ST8,STB,STG,STK,SVC,SVI,SVT,SZC,SZL,TAC,TBC,TCB,TCD,TCH,TCL,TCM,TCO,TCR,TCT,TDC,TDG,TDH,TDM,TDP,TDW,TEG,TGG,THG,THI,TIP,TIX,TLD,TLG,TLH,TMP,TMS,TMT,TN1,TNA,TNC,TNI,TNT,TPB,TPC,TRA,TRC,TS4,TSC,TTA,TTB,TTE,TTF,TV2,TVB,TVS,TVT,TYA,UDC,UIC,VAF,VCB,VCF,VCG,VCI,VDP,VDS,VFG,VGC,VHC,VHM,VIB,VIC,VID,VIP,VIS,VIX,VJC,VMD,VND,VNE,VNG,VNL,VNM,VNS,VOS,VPB,VPD,VPG,VPH,VPI,VPS,VRC,VRE,VSC,VSH,VSI,VTB,VTO,YBM,YEG,avgProfit,cumulative,numHolding
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01461038961038963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,-0.013586956521739246,,,,-0.09506618531889299,,,,,,,,,,,,,,,,,,,,,0.0981308411214954,,,,,,,,,0.031161473087818692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012158054711246313,,,,,,,,,,,,,,,,-0.019363762102351356,,0.13360323886639658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10176125244618406,,,,,,,,,,,,,,0.08353808353808345,,-0.008620689655172376,,,,,,,,,,,,0.021178027796161514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008241758241758323,,,,0.008465623230336712,1.0084656232303366,16
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10792079207920802,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012355848434925876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07665505226480818,,,,,,,,,,,,,-0.06473829201101922,,,,-0.12101063829787229,,,,,,,,,,,,,,,,,,,,,0.14255319148936163,,,,,,,,,-0.013736263736263798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09550561797752799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054054054054053946,,,,,,,,,,,,,,,,0.08321579689703795,,-0.13571428571428568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.11564625850340127,,0.01739130434782621,,,,,,,,,,,,0.021386908619572376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02445157653589538,1.0331241976005727,17
2015-04-27,,,,,,,,,,,,,-0.08923884514435687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012510425354462118,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03993971363978899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11800302571860799,,,,,,,,,,,,,,,,,,,,,0.04655493482309114,,,,,,,,,0.13370473537604477,,,,,,,,,,-0.1255060728744939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026272577996715896,,,,,,,,,,,,,,0.07692307692307687,,,,,,,,,,,,,,,,0.21614583333333326,,0.08057851239669422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06707317073170738,,,,,,,,,,,,,,0.09390862944162426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03142857142857136,,,,0.03494654783521075,1.0692283217917349,16
2015-05-29,,,,,,,,,,,,,0.008645533141210304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15878378378378366,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007849293563579218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07227138643067854,,,,-0.03247631935047357,,,,,,,,,,,,,,,,,,,,,0.25444839857651247,,,,,,,,,0.017199017199017064,,,,,,,,,,-0.05092592592592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04480000000000006,,,,,,,,,,,,,,0.39947089947089953,,,,,,,,,,,,,,,,0.03533190578158463,,-0.07074569789674956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08061002178649246,,,,,,,,,,,,,,0.0005800464037124531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13988919667590038,,,,0.03426807994741981,1.1058687234049396,17
2015-06-30,,,,,,,,,,,,,0.04571428571428582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031124497991967814,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12149532710280386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19020979020979012,,,,,,,,,,,,,,,,,,,,,0.1304964539007092,,,,,,,,,-0.019323671497584516,,,,,,,,,,0.20487804878048776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0653266331658291,,,,,,,,,,,,,,0.0756143667296787,,,,,,,,,,,,,,,,-0.013443640124095269,,0.15637860082304522,,,,,,,,,,,,,,,0.09452736318407973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012096774193548265,,,,,,,,,,,,,,-0.006956521739130528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666367812261861,1.1795900000278776,16
2015-07-31,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08763388510223957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2195121951219512,,,,,,,,,,,,,,,,,-0.00235017626321965,,,,,,,,,,,,,,,,,,,,,-0.10037641154328736,,,,,,,,,0.10467980295566526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14938488576449915,,,,,,,,,,,,,,,,-0.057651991614255604,,-0.017793594306049876,,0.09319899244332497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04339622641509444,,,,,,,,,,,,,,,,0.29292929292929304,,,,,0.12265331664580725,,,,,,,0.0525394045534151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007566204287515754,,,,0.03475229938390105,1.2205834648591023,17
2015-08-31,,,,,,,,,,,-0.10909090909090902,,,,,,,,-0.07042253521126762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05604203152364273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008571428571428563,,,,,,,,,,,,,,,,,-0.021201413427561766,,,,,,,,,,,,,,,,,,,,,0.08228730822873076,,,,,,,,,-0.0033444816053512794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008264462809917328,,,,,,,,,,,,,,,,-0.00556173526140169,,0.034420289855072506,,-0.03840245775729645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1989150090415912,,,,,,,,,,,,,,,,,,,,,-0.04013377926421413,,,,,,,0.025513033832501142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038798498122653347,,,,-0.003913206112516554,1.215807070183579,17
2015-09-30,,,,,,,,,,,-0.16326530612244916,,,,,,,,0.02020202020202011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18831168831168843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008645533141210415,,,,,,,,,,,,,,,,,-0.016847172081829176,,,,,,,,,,,,,,,,,,,,,-0.011597938144329856,,,,,,,,,0.05369127516778538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0854166666666667,,,,,,,,,,,,,,,,-0.02348993288590595,,0.45534150612959734,,0.09105431309904155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0678733031674208,,,,,,,,,,,,,,,,,,,,,-0.04761904761904767,,,,,,,0.07733910221741502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,0.042655389242134766,1.2676677940055991,17
2015-10-30,,,,,,,-0.02917771883289122,,,,,,,,,,,,-0.05693069306930698,,,,,,,,,,,,,,0.0433275563258233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049960967993754934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03616133518776077,,,,0.13953488372093026,,,,,,,,,,,,,,,,,,,,,,,,,,0.0753064798598948,,,,0.13481953290870474,,,,,,,,,0.12765957446808485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12829324169530354,,,,0.6281112737920935,,,,,,,,,,,,,0.21111111111111125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03170731707317098,,,,,,,0.3222891566265058,,,,,,,,,,,,,,,,,,,,,,,,0.0935601458080193,,,,,,,,,,0.12238748191209667,1.422814463215007,17
