date,AAA,AAM,ABS,ABT,ACB,ACC,ACL,ADS,AGG,AGM,AGR,AMD,ANV,APC,APG,APH,ASG,ASM,ASP,AST,ATG,BBC,BCE,BCG,BCM,BFC,BHN,BIC,BID,BMC,BMI,BMP,BRC,BSI,BTP,BTT,BVH,BWE,C32,C47,CAV,CCI,CCL,CDC,CEE,CHP,CIG,CII,CKG,CLC,CLG,CLL,CLW,CMG,CMV,CMX,CNG,COM,CRC,CRE,CSM,CSV,CTD,CTF,CTG,CTI,CTS,CVT,D2D,DAG,DAH,DAT,DBC,DBD,DBT,DC4,DCL,DCM,DGC,DGW,DHA,DHC,DHG,DHM,DIG,DLG,DMC,DPG,DPM,DPR,DQC,DRC,DRH,DRL,DSN,DTA,DTL,DTT,DVP,DXG,DXV,EIB,ELC,EMC,EVE,EVG,FCM,FCN,FDC,FIR,FIT,FLC,FMC,FPT,FRT,FTM,FTS,GAB,GAS,GDT,GEG,GEX,GIL,GMC,GMD,GSP,GTA,GTN,GVR,HAG,HAH,HAI,HAP,HAR,HAS,HAX,HBC,HCD,HCM,HDB,HDC,HDG,HHS,HID,HII,HMC,HNG,HOT,HPG,HPX,HQC,HRC,HSG,HSL,HT1,HTI,HTL,HTN,HTV,HU1,HU3,HUB,HVH,HVN,HVX,IBC,ICT,IDI,IJC,ILB,IMP,ITA,ITC,ITD,JVC,KBC,KDC,KDH,KHP,KMR,KOS,KPF,KSB,L10,LAF,LBM,LCG,LCM,LDG,LEC,LGC,LGL,LHG,LIX,LM8,LPB,LSS,MBB,MCG,MCP,MDG,MHC,MIG,MSB,MSH,MSN,MWG,NAF,NAV,NBB,NCT,NHA,NHH,NKG,NLG,NNC,NSC,NT2,NTL,NVL,NVT,OGC,OPC,PAC,PAN,PC1,PDN,PDR,PET,PGC,PGD,PGI,PHC,PHR,PIT,PJT,PLP,PLX,PME,PMG,PNC,PNJ,POM,POW,PPC,PSH,PTB,PTC,PTL,PVD,PVT,PXI,PXS,PXT,QBS,QCG,RAL,RDP,REE,RIC,ROS,S4A,SAB,SAM,SAV,SBA,SBT,SBV,SC5,SCD,SCR,SCS,SFC,SFG,SFI,SGN,SGR,SGT,SHA,SHI,SHP,SII,SJD,SJF,SJS,SKG,SMA,SMB,SMC,SPM,SRC,SRF,SSC,SSI,ST8,STB,STG,STK,SVC,SVI,SVT,SZC,SZL,TAC,TBC,TCB,TCD,TCH,TCL,TCM,TCO,TCR,TCT,TDC,TDG,TDH,TDM,TDP,TDW,TEG,TGG,THG,THI,TIP,TIX,TLD,TLG,TLH,TMP,TMS,TMT,TN1,TNA,TNC,TNI,TNT,TPB,TPC,TRA,TRC,TS4,TSC,TTA,TTB,TTE,TTF,TV2,TVB,TVS,TVT,TYA,UDC,UIC,VAF,VCB,VCF,VCG,VCI,VDP,VDS,VFG,VGC,VHC,VHM,VIB,VIC,VID,VIP,VIS,VIX,VJC,VMD,VND,VNE,VNG,VNL,VNM,VNS,VOS,VPB,VPD,VPG,VPH,VPI,VPS,VRC,VRE,VSC,VSH,VSI,VTB,VTO,YBM,YEG,avgProfit,cumulative,numHolding
2015-11-30,,,,,,,0.0,,,,,,,,,,,,-0.09973753280839892,,,,,,,,,,,,,,0.021594684385382257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09218203033838979,,,,,,,,,,,,,,,,,,,,,,,,-0.023809523809523725,,,,0.020542317173377178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03221476510067112,,,,-0.1138560687432868,,,,,,,,,,,,,,,,,,,,,,,,,,0.03420195439739415,,,,0.030869971936389184,,,,,,,,,-0.16981132075471694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1096446700507614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06144393241167423,,,,,,,,,,,,,,,,,,,,,-0.024822695035461084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07444444444444442,,,,,,,,,,-0.04631720370698571,1.3569136758850322,17
2015-12-31,,,,,,,0.0,,,,,,,,,,,,-0.08746355685131202,,,,,,,,,,,,,,0.052032520325203224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11053984575835485,,,,,,,,,,,,,,,,,,,,,,,,-0.024390243902438935,,,,0.07971014492753614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04160887656033285,,,,-0.0060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03307086614173227,,,,0.09981851179673318,,,,,,,,,-0.025252525252525304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014823261117445918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19030303030303042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10444177671068422,,,,,0.11260709914320688,,,,,0.03642863435421649,1.4063441880340837,17
2016-01-29,,,,,,,0.010928961748633892,,,,,,-0.07308970099667766,,,,,,-0.17252396166134187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03240740740740744,,,,,,,,,,,,,,,,,,,,,,,,0.09999999999999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05933429811866864,,,,-0.09268292682926815,,,,,,,,,,,,,,,,,,,,,-0.0390995260663507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.02921348314606731,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.08091603053435115,,,,,,,,,,,,,,0.025466893039049365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07826086956521738,,,,,,,,,,-0.017240630664305923,1.3820979273012948,16
2016-02-29,,,,,,,0.010810810810810922,,,,,,0.06810035842293916,,,,,,0.11969111969111967,,,,,,,,,,,,,,0.04609929078014208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41031390134529144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01538461538461533,,,,0.0873655913978495,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24521072796934873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008519701810436597,,,,,,,,,,,,0.04912663755458513,,,,,,,,,,,,,,,,,0.11879432624113484,,,,,,,,,,,,,,,,,,,,,0.1013289036544851,,,,,,,,,,,,,,0.18046357615894038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07258064516129037,,,,,,,,,,0.09143930082930236,1.5084759954513531,17
2016-03-31,,,,,,,0.021390374331550666,,,,,,-0.01342281879194629,,,,,,0.024137931034482918,,,,,,,,,,,,,,-0.011864406779661052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023809523809523725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05757575757575761,,,,0.11001236093943145,,,,,,,,,,,,,,,,,,,,,0.278668310727497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20615384615384613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03437164339419985,,,,,,,,,,,,0.042663891779396446,,,,,,,,,,,,,,,,,0.3803486529318545,,,,,,,,,,,,,,,,,,,,,0.43288084464555054,,,,,,,,,,,,,,0.2889200561009817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11195652173913051,,,,,,,,,,0.12474934367894323,1.69665738583935,17
2016-04-29,,,,,,,,,,,,,,,0.01717557251908386,,,,0.15488215488215484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07621247113163965,0.3217179902755267,,,,,,,,,,,,,,,,,,,,,,,,0.04878048780487809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13467048710601714,,,,0.45322939866369705,,,,,,,,0.050139275766016844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02556818181818188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06910569105691056,,,,,,,,,,,,,,,,0.13972055888223567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3155603917301415,,,,,,,,,,,,,,,,,,,,,,,0.04157043879907607,,,,,,,,,,,,,,,-0.050830889540566915,,,,,,0.07820512820512815,,,,0.12504715594000806,1.90881956654317,17
2016-05-31,,,,,,,,,,,,,0.014545454545454639,,0.37898686679174465,,,,-0.023323615160349864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12660944206008584,,,,,,,,,,,,,,,,,,,,,,,,,-0.04651162790697683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08222811671087538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024930747922437657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1216730038022813,,,,,,,,,,,,,,,,0.06304728546409821,,,,,,,,,,,,,,,,,,,0.11170212765957444,,,,,,,,,,,,,,,,,,,0.14116485686080948,,,,,,,,,,,,,,-0.10008271298593874,,,,,,,,,,,,,,,,,,,,,,,-0.013303769401330268,,,,,,,,,,,,,,,0.10607621009268797,,,,,0.0,,,,,0.035338576638951014,1.9762745330853853,17
2016-06-30,,,,,,,,,,,,,-0.09677419354838712,,,,,,-0.06567164179104479,,,,,-0.05284552845528456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15047619047619043,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.12466124661246614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06358381502890187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14488636363636376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010822510822510845,,,,,,,,,,,,,,,,-0.005766062602965416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23897058823529416,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.1089385474860336,,,,,0.0,,,,,0.04437727399286278,2.063976209525232,16
2016-07-29,,,,,,0.08954154727793706,,,,,,,,,,,,,-0.025559105431309903,,,,,,,,,,,,,,0.2934947049924357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02168674698795181,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12273212379935972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02230483271375472,,,,,,,,,,,,,,-0.010706638115631661,-0.03159851301115235,,,,,,,,,,,,,,,0.03231151615575811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17728055077452676,,,,,-0.09360269360269358,,,,,,,,,,,,,,,-0.11724137931034484,,,,,,0.08426395939086295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.050108932461873534,,,,0.0313459369821381,2.1286734777216423,17
2016-08-31,,,,,,,,,,,,,,,,,,,-0.026229508196721207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09218436873747504,,,,,,,,,,,,,,,,,,,,,,,,,0.06603773584905648,,,,,,-0.061046511627906974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14163498098859328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736836,,,,,,,,,,,,,,,0.28317152103559873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02281368821292773,,,,,,,,,,,,,,-0.032467532467532534,-0.06142034548944342,,,,,,,,,0.13262195121951215,,,,,,0.378812199036918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06017830609212482,,,,,,,,,,,,,,,0.03385416666666674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.06914328150525212,2.275856947224514,17
