code,quarter,year,variable,value
PVT,1,2014,total equity,2868641
REE,1,2014,total equity,4985692
SAB,1,2014,total equity,11134661
SAM,1,2014,total equity,2463386
SBT,1,2014,total equity,1870106
SCR,1,2014,total equity,2274238
SHI,1,2014,total equity,364742
SKG,1,2014,total equity,284137
SMB,1,2014,total equity,369950
SSI,1,2014,total equity,5417854
STB,1,2014,total equity,16551425
SZC,1,2014,total equity,768235
SZL,1,2014,total equity,480208
TCB,1,2014,total equity,14448747
TCM,1,2014,total equity,754531
TDH,1,2014,total equity,1366920
TLG,1,2014,total equity,646796
TNA,1,2014,total equity,255863
TPB,1,2014,total equity,3828099
TVB,1,2014,total equity,78742
VCB,1,2014,total equity,43958700
VCI,1,2014,total equity,556595
VHC,1,2014,total equity,1506636
VIC,1,2014,total equity,15549594
VND,1,2014,total equity,1243327
VNG,1,2014,total equity,139969
VNM,1,2014,total equity,18796402
VPB,1,2014,total equity,7886389
VSC,1,2014,total equity,927831
PLX,2,2014,total equity,11911104
TPB,2,2014,total equity,3969459
VCI,2,2014,total equity,556081
AAA,2,2014,total equity,565521
AMD,2,2014,total equity,313165
ANV,2,2014,total equity,1313577
APG,2,2014,total equity,104670
ASM,2,2014,total equity,730006
BID,2,2014,total equity,33132937
BMP,2,2014,total equity,1566627
CCL,2,2014,total equity,276902
CII,2,2014,total equity,1664566
CMG,2,2014,total equity,597980
CSV,2,2014,total equity,502783
CTD,2,2014,total equity,2345201
CTG,2,2014,total equity,53364042
CTI,2,2014,total equity,176460
CVT,2,2014,total equity,142084
D2D,2,2014,total equity,365195
DAG,2,2014,total equity,190091
DBC,2,2014,total equity,1676838
DCL,2,2014,total equity,297009
DHC,2,2014,total equity,230248
DHG,2,2014,total equity,2044319
DIG,2,2014,total equity,2381534
DLG,2,2014,total equity,827770
DPM,2,2014,total equity,8995479
DRC,2,2014,total equity,1368021
DRH,2,2014,total equity,192762
DXG,2,2014,total equity,895993
EIB,2,2014,total equity,14574375
FCN,2,2014,total equity,656607
FIT,2,2014,total equity,426728
FLC,2,2014,total equity,2158416
FPT,2,2014,total equity,7587818
FTS,2,2014,total equity,1189924
GAS,2,2014,total equity,35329729
GEX,2,2014,total equity,2052689
GIL,2,2014,total equity,357560
GMD,2,2014,total equity,4826101
HAG,2,2014,total equity,13660039
HAI,2,2014,total equity,367675
HAX,2,2014,total equity,89535
HBC,2,2014,total equity,935526
HCM,2,2014,total equity,2285482
HDC,2,2014,total equity,572490
HDG,2,2014,total equity,732338
HHS,2,2014,total equity,525677
HPG,2,2014,total equity,10618288
HQC,2,2014,total equity,960901
HSG,2,2014,total equity,2347972
HT1,2,2014,total equity,3318903
IDI,2,2014,total equity,628565
IJC,2,2014,total equity,2870052
IMP,2,2014,total equity,743836
ITA,2,2014,total equity,7850570
JVC,2,2014,total equity,956166
KBC,2,2014,total equity,5092363
KDH,2,2014,total equity,1436951
KSB,2,2014,total equity,468196
LCG,2,2014,total equity,807122
LHG,2,2014,total equity,592242
MBB,2,2014,total equity,16258032
MSN,2,2014,total equity,14264299
MWG,2,2014,total equity,1120247
NCT,2,2014,total equity,421624
NKG,2,2014,total equity,364346
NLG,2,2014,total equity,1683120
NT2,2,2014,total equity,2883511
NTL,2,2014,total equity,823616
OGC,2,2014,total equity,3161817
PC1,2,2014,total equity,729666
PDR,2,2014,total equity,1427679
PHC,2,2014,total equity,153852
PHR,2,2014,total equity,2092062
PNJ,2,2014,total equity,1279914
PPC,2,2014,total equity,5045241
PTB,2,2014,total equity,288763
PVD,2,2014,total equity,11096900
PVT,2,2014,total equity,2925119
REE,2,2014,total equity,5211199
SAB,2,2014,total equity,11916841
SAM,2,2014,total equity,2394255
SBT,2,2014,total equity,1734046
SCR,2,2014,total equity,2272688
SHI,2,2014,total equity,374085
SKG,2,2014,total equity,291882
SMB,2,2014,total equity,349328
SSI,2,2014,total equity,5315684
STB,2,2014,total equity,17105824
STK,2,2014,total equity,551468
SZC,2,2014,total equity,743112
SZL,2,2014,total equity,458378
TCB,2,2014,total equity,14660821
TCM,2,2014,total equity,752274
TDH,2,2014,total equity,1376570
TLG,2,2014,total equity,677433
TNA,2,2014,total equity,264313
TVB,2,2014,total equity,80310
VCB,2,2014,total equity,44492642
VHC,2,2014,total equity,1469298
VIC,2,2014,total equity,17529274
VND,2,2014,total equity,1220026
VNG,2,2014,total equity,138645
VNM,2,2014,total equity,18552032
VPB,2,2014,total equity,8267241
VSC,2,2014,total equity,957793
CCL,3,2014,total equity,277354
PHC,3,2014,total equity,154083
SMB,3,2014,total equity,373129
STK,3,2014,total equity,579917
AAA,3,2014,total equity,561728
AMD,3,2014,total equity,314388
ANV,3,2014,total equity,1338520
APG,3,2014,total equity,104771
ASM,3,2014,total equity,735467
BID,3,2014,total equity,32047629
BMP,3,2014,total equity,1646150
CII,3,2014,total equity,1764210
CMG,3,2014,total equity,624720
CSV,3,2014,total equity,523906
CTD,3,2014,total equity,2434368
CTG,3,2014,total equity,54602464
CTI,3,2014,total equity,188581
CVT,3,2014,total equity,142987
D2D,3,2014,total equity,371826
DAG,3,2014,total equity,190084
DBC,3,2014,total equity,1719886
DCL,3,2014,total equity,307527
DHC,3,2014,total equity,242333
DHG,3,2014,total equity,2169884
DIG,3,2014,total equity,2388517
DLG,3,2014,total equity,1551534
DPM,3,2014,total equity,9207729
DRC,3,2014,total equity,1432590
DRH,3,2014,total equity,194595
DXG,3,2014,total equity,896916
EIB,3,2014,total equity,14769123
FCN,3,2014,total equity,637231
FIT,3,2014,total equity,566587
FLC,3,2014,total equity,3793256
FPT,3,2014,total equity,7628831
FTS,3,2014,total equity,1226926
GAS,3,2014,total equity,35367517
GEX,3,2014,total equity,2163976
GIL,3,2014,total equity,364509
GMD,3,2014,total equity,4855339
HAG,3,2014,total equity,14544658
HAI,3,2014,total equity,386473
HAX,3,2014,total equity,93659
HBC,3,2014,total equity,939493
HCM,3,2014,total equity,2390691
HDC,3,2014,total equity,577990
HDG,3,2014,total equity,777353
HHS,3,2014,total equity,678798
HPG,3,2014,total equity,11475158
HQC,3,2014,total equity,1266401
HSG,3,2014,total equity,2379197
HT1,3,2014,total equity,3500063
IDI,3,2014,total equity,617469
IJC,3,2014,total equity,2888909
IMP,3,2014,total equity,776455
ITA,3,2014,total equity,7891040
JVC,3,2014,total equity,1030054
KBC,3,2014,total equity,5215615
KDH,3,2014,total equity,1467449
KSB,3,2014,total equity,489356
LCG,3,2014,total equity,814514
LHG,3,2014,total equity,605940
MBB,3,2014,total equity,16808006
MSN,3,2014,total equity,14331170
MWG,3,2014,total equity,1295478
NCT,3,2014,total equity,394693
NKG,3,2014,total equity,487028
NLG,3,2014,total equity,1681862
NT2,3,2014,total equity,3358971
NTL,3,2014,total equity,835976
OGC,3,2014,total equity,3257004
PC1,3,2014,total equity,801223
PDR,3,2014,total equity,1435228
PHR,3,2014,total equity,2125567
PNJ,3,2014,total equity,1329449
PPC,3,2014,total equity,5383602
PTB,3,2014,total equity,314829
PVD,3,2014,total equity,11065663
PVT,3,2014,total equity,3049817
REE,3,2014,total equity,5453927
SAB,3,2014,total equity,12343761
SAM,3,2014,total equity,2400665
SBT,3,2014,total equity,1754763
SCR,3,2014,total equity,2275769
SHI,3,2014,total equity,424029
SKG,3,2014,total equity,320436
SSI,3,2014,total equity,5590152
STB,3,2014,total equity,17705020
SZC,3,2014,total equity,785818
SZL,3,2014,total equity,465353
TCB,3,2014,total equity,14822261
TCM,3,2014,total equity,798077
TDH,3,2014,total equity,1379716
TLG,3,2014,total equity,727222
TNA,3,2014,total equity,275294
TVB,3,2014,total equity,82401
VCB,3,2014,total equity,43248451
VCI,3,2014,total equity,687058
VHC,3,2014,total equity,1745226
VIC,3,2014,total equity,18426425
VND,3,2014,total equity,1306615
VNG,3,2014,total equity,139015
VNM,3,2014,total equity,18122316
VPB,3,2014,total equity,8754310
VSC,3,2014,total equity,1006690
AAA,4,2014,total equity,776937
AMD,4,2014,total equity,320964
ANV,4,2014,total equity,1352222
APG,4,2014,total equity,112007
ASM,4,2014,total equity,1267692
BID,4,2014,total equity,33367041
BMP,4,2014,total equity,1718546
CCL,4,2014,total equity,277452
CII,4,2014,total equity,2681380
CMG,4,2014,total equity,666603
CSV,4,2014,total equity,584485
CTD,4,2014,total equity,2527241
CTG,4,2014,total equity,55012808
CTI,4,2014,total equity,391030
CVT,4,2014,total equity,256500
D2D,4,2014,total equity,359848
DAG,4,2014,total equity,196972
DBC,4,2014,total equity,1830262
DCL,4,2014,total equity,312518
DHC,4,2014,total equity,258657
DHG,4,2014,total equity,2286734
DIG,4,2014,total equity,2407182
DLG,4,2014,total equity,1559456
DPM,4,2014,total equity,8789197
DRC,4,2014,total equity,1535086
DRH,4,2014,total equity,201783
DXG,4,2014,total equity,1002760
EIB,4,2014,total equity,14068296
FCN,4,2014,total equity,717547
FIT,4,2014,total equity,660600
FLC,4,2014,total equity,3882973
FPT,4,2014,total equity,7909990
FTS,4,2014,total equity,1258806
GAS,4,2014,total equity,35985640
GEX,4,2014,total equity,2191953
GIL,4,2014,total equity,362265
GMD,4,2014,total equity,4898746
HAG,4,2014,total equity,14238573
HAI,4,2014,total equity,392452
HAX,4,2014,total equity,100866
HBC,4,2014,total equity,997066
HCM,4,2014,total equity,2358231
HDC,4,2014,total equity,593026
HDG,4,2014,total equity,850560
HHS,4,2014,total equity,747509
HPG,4,2014,total equity,11876791
HQC,4,2014,total equity,1787824
HSG,4,2014,total equity,2501927
HT1,4,2014,total equity,3717705
IDI,4,2014,total equity,628130
IJC,4,2014,total equity,3068924
IMP,4,2014,total equity,796347
ITA,4,2014,total equity,7952238
JVC,4,2014,total equity,1429692
KBC,4,2014,total equity,5376681
KDH,4,2014,total equity,1498479
KSB,4,2014,total equity,485911
LCG,4,2014,total equity,944253
LHG,4,2014,total equity,638866
MBB,4,2014,total equity,16561085
MSN,4,2014,total equity,15016083
MWG,4,2014,total equity,1474956
NCT,4,2014,total equity,456594
NKG,4,2014,total equity,506274
NLG,4,2014,total equity,1933453
NT2,4,2014,total equity,3588738
NTL,4,2014,total equity,851141
OGC,4,2014,total equity,3491886
PC1,4,2014,total equity,856464
PDR,4,2014,total equity,1468568
PHC,4,2014,total equity,162668
PHR,4,2014,total equity,2253082
PNJ,4,2014,total equity,1296569
PPC,4,2014,total equity,5674356
PTB,4,2014,total equity,341082
PVD,4,2014,total equity,11440340
PVT,4,2014,total equity,3123825
REE,4,2014,total equity,5910244
SAB,4,2014,total equity,12203920
SAM,4,2014,total equity,2433625
SBT,4,2014,total equity,1802593
SCR,4,2014,total equity,2284128
SHI,4,2014,total equity,433549
SKG,4,2014,total equity,344161
SMB,4,2014,total equity,386729
SSI,4,2014,total equity,5690950
STB,4,2014,total equity,18068880
SZC,4,2014,total equity,1082254
SZL,4,2014,total equity,460518
TCB,4,2014,total equity,14999710
TCM,4,2014,total equity,807173
TDH,4,2014,total equity,1408577
TLG,4,2014,total equity,732218
TNA,4,2014,total equity,276881
TTB,4,2014,total equity,51173
TVB,4,2014,total equity,81640
VCB,4,2014,total equity,44180839
VCI,4,2014,total equity,729542
VHC,4,2014,total equity,1856623
VIC,4,2014,total equity,20416466
VND,4,2014,total equity,1835713
VNG,4,2014,total equity,139866
VNM,4,2014,total equity,19680283
VPB,4,2014,total equity,8980290
VSC,4,2014,total equity,1058381
CMG,1,2015,total equity,668008
D2D,1,2015,total equity,373247
DCL,1,2015,total equity,318221
DLG,1,2015,total equity,1725130
HDB,1,2015,total equity,9006737
IDI,1,2015,total equity,1047457
PHR,1,2015,total equity,2266457
VNG,1,2015,total equity,139888
AAA,1,2015,total equity,781399
AMD,1,2015,total equity,323705
ANV,1,2015,total equity,1367548
APG,1,2015,total equity,112962
ASM,1,2015,total equity,1275621
BCG,1,2015,total equity,411369
BID,1,2015,total equity,34905840
BMP,1,2015,total equity,1826108
CCL,1,2015,total equity,277853
CII,1,2015,total equity,2944865
CSV,1,2015,total equity,626182
CTD,1,2015,total equity,2596238
CTG,1,2015,total equity,56307090
CTI,1,2015,total equity,520915
CVT,1,2015,total equity,253148
DAG,1,2015,total equity,197234
DBC,1,2015,total equity,1793244
DBD,1,2015,total equity,580686
DCM,1,2015,total equity,5770767
DGW,1,2015,total equity,529509
DHC,1,2015,total equity,271164
DHG,1,2015,total equity,2388804
DIG,1,2015,total equity,2411349
DPM,1,2015,total equity,9415258
DRC,1,2015,total equity,1623362
DRH,1,2015,total equity,203042
DXG,1,2015,total equity,1374749
EIB,1,2015,total equity,14477733
FCN,1,2015,total equity,740083
FIT,1,2015,total equity,1143773
FLC,1,2015,total equity,4620257
FPT,1,2015,total equity,8380860
FTS,1,2015,total equity,1278379
GAS,1,2015,total equity,38547124
GEX,1,2015,total equity,2288436
GIL,1,2015,total equity,337618
GMD,1,2015,total equity,4942860
HAG,1,2015,total equity,14798234
HAI,1,2015,total equity,1061496
HAX,1,2015,total equity,103850
HBC,1,2015,total equity,1026029
HCM,1,2015,total equity,2380364
HDC,1,2015,total equity,597553
HDG,1,2015,total equity,857281
HHS,1,2015,total equity,1361582
HNG,1,2015,total equity,7022462
HPG,1,2015,total equity,12359127
HQC,1,2015,total equity,2090947
HSG,1,2015,total equity,2546945
HT1,1,2015,total equity,3964351
HVN,1,2015,total equity,12012189
IJC,1,2015,total equity,3100147
IMP,1,2015,total equity,907561
ITA,1,2015,total equity,9181205
JVC,1,2015,total equity,1892322
KBC,1,2015,total equity,7597642
KDH,1,2015,total equity,2400061
KSB,1,2015,total equity,508946
LCG,1,2015,total equity,959486
LDG,1,2015,total equity,871082
LHG,1,2015,total equity,639379
MBB,1,2015,total equity,17139577
MSN,1,2015,total equity,21979618
MWG,1,2015,total equity,1705257
NCT,1,2015,total equity,450669
NKG,1,2015,total equity,526917
NLG,1,2015,total equity,1965099
NT2,1,2015,total equity,4730119
NTL,1,2015,total equity,852248
OGC,1,2015,total equity,1602156
PC1,1,2015,total equity,897409
PDR,1,2015,total equity,1489922
PHC,1,2015,total equity,192908
PLX,1,2015,total equity,11675766
PNJ,1,2015,total equity,1391048
PPC,1,2015,total equity,5725717
PTB,1,2015,total equity,360240
PVD,1,2015,total equity,12297002
PVT,1,2015,total equity,3166172
REE,1,2015,total equity,5616824
SAB,1,2015,total equity,13935573
SAM,1,2015,total equity,2424462
SBT,1,2015,total equity,1840935
SCR,1,2015,total equity,2618532
SHI,1,2015,total equity,457820
SKG,1,2015,total equity,378927
SMB,1,2015,total equity,391838
SSI,1,2015,total equity,5864945
STB,1,2015,total equity,18709130
STK,1,2015,total equity,700227
SZC,1,2015,total equity,1085649
SZL,1,2015,total equity,465582
TCB,1,2015,total equity,15294320
TCM,1,2015,total equity,846880
TDH,1,2015,total equity,1362367
TLG,1,2015,total equity,751715
TNA,1,2015,total equity,279114
TPB,1,2015,total equity,4360263
TTB,1,2015,total equity,54608
TVB,1,2015,total equity,82615
VCB,1,2015,total equity,44483454
VCI,1,2015,total equity,762783
VGC,1,2015,total equity,2687105
VHC,1,2015,total equity,1968316
VIC,1,2015,total equity,20828022
VND,1,2015,total equity,1871234
VNM,1,2015,total equity,21261450
VPB,1,2015,total equity,9407889
VSC,1,2015,total equity,1108949
DAG,2,2015,total equity,256945
DGW,2,2015,total equity,588245
GEX,2,2015,total equity,2738489
HDC,2,2015,total equity,597525
HHS,2,2015,total equity,1503726
PHC,2,2015,total equity,204552
PME,2,2015,total equity,862287
TPB,2,2015,total equity,4559138
VGC,2,2015,total equity,3004404
AAA,2,2015,total equity,789181
AMD,2,2015,total equity,342232
ANV,2,2015,total equity,1314466
APG,2,2015,total equity,110566
ASM,2,2015,total equity,1290676
BCG,2,2015,total equity,459443
BID,2,2015,total equity,35244251
BMP,2,2015,total equity,1840077
CCL,2,2015,total equity,278323
CII,2,2015,total equity,4569203
CMG,2,2015,total equity,1000905
CSV,2,2015,total equity,591666
CTD,2,2015,total equity,2703225
CTG,2,2015,total equity,54363322
CTI,2,2015,total equity,596276
CVT,2,2015,total equity,254394
D2D,2,2015,total equity,379234
DBC,2,2015,total equity,1835265
DBD,2,2015,total equity,586334
DCL,2,2015,total equity,335629
DCM,2,2015,total equity,5999991
DHC,2,2015,total equity,273964
DHG,2,2015,total equity,2223789
DIG,2,2015,total equity,2390347
DLG,2,2015,total equity,1847760
DPM,2,2015,total equity,9067436
DRC,2,2015,total equity,1461729
DRH,2,2015,total equity,206645
DXG,2,2015,total equity,1526177
EIB,2,2015,total equity,14486517
FCN,2,2015,total equity,809302
FIT,2,2015,total equity,2017842
FLC,2,2015,total equity,5725686
FPT,2,2015,total equity,9924212
FTS,2,2015,total equity,1274032
GAS,2,2015,total equity,41547382
GIL,2,2015,total equity,352081
GMD,2,2015,total equity,4807681
HAG,2,2015,total equity,16035004
HAI,2,2015,total equity,1256171
HAX,2,2015,total equity,118177
HBC,2,2015,total equity,1037988
HCM,2,2015,total equity,2228534
HDG,2,2015,total equity,1187185
HNG,2,2015,total equity,9200098
HPG,2,2015,total equity,13109319
HQC,2,2015,total equity,2086397
HSG,2,2015,total equity,2683212
HT1,2,2015,total equity,4084585
HVN,2,2015,total equity,12062854
IDI,2,2015,total equity,1089162
IJC,2,2015,total equity,2899440
IMP,2,2015,total equity,874913
ITA,2,2015,total equity,9254135
JVC,2,2015,total equity,1896003
KBC,2,2015,total equity,7684952
KDH,2,2015,total equity,2484620
KSB,2,2015,total equity,511298
LCG,2,2015,total equity,1012165
LDG,2,2015,total equity,983785
LHG,2,2015,total equity,640200
MBB,2,2015,total equity,17765729
MSN,2,2015,total equity,25951238
MWG,2,2015,total equity,1935995
NCT,2,2015,total equity,435679
NKG,2,2015,total equity,571199
NLG,2,2015,total equity,2069060
NT2,2,2015,total equity,4515904
NTL,2,2015,total equity,881353
OGC,2,2015,total equity,1575092
PC1,2,2015,total equity,940244
PDR,2,2015,total equity,1520363
PHR,2,2015,total equity,2183789
PLX,2,2015,total equity,12118647
PNJ,2,2015,total equity,1276321
PPC,2,2015,total equity,5608521
PTB,2,2015,total equity,413923
PVD,2,2015,total equity,12877300
PVT,2,2015,total equity,4069112
REE,2,2015,total equity,6238987
SAB,2,2015,total equity,13159276
SAM,2,2015,total equity,2417494
SBT,2,2015,total equity,1921584
SCR,2,2015,total equity,2743129
SHI,2,2015,total equity,490236
SKG,2,2015,total equity,413282
SMB,2,2015,total equity,361548
SSI,2,2015,total equity,6156189
STB,2,2015,total equity,18959098
STK,2,2015,total equity,673285
SZC,2,2015,total equity,1061693
SZL,2,2015,total equity,444032
TCB,2,2015,total equity,15755036
TCM,2,2015,total equity,828313
TDH,2,2015,total equity,1361727
TLG,2,2015,total equity,763039
TNA,2,2015,total equity,289716
TTB,2,2015,total equity,58185
TVB,2,2015,total equity,84434
VCB,2,2015,total equity,45675201
VCI,2,2015,total equity,824140
VHC,2,2015,total equity,1959420
VIC,2,2015,total equity,30742270
VND,2,2015,total equity,1829827
VNG,2,2015,total equity,133442
VNM,2,2015,total equity,21272282
VPB,2,2015,total equity,11918622
VSC,2,2015,total equity,1309243
CTI,3,2015,total equity,620692
FTS,3,2015,total equity,1301853
TDM,3,2015,total equity,325900
TLG,3,2015,total equity,831635
AAA,3,2015,total equity,807324
AMD,3,2015,total equity,346436
ANV,3,2015,total equity,1324193
APG,3,2015,total equity,110631
ASM,3,2015,total equity,2402458
BCG,3,2015,total equity,477358
BID,3,2015,total equity,39699859
BMP,3,2015,total equity,1954064
CCL,3,2015,total equity,278774
CII,3,2015,total equity,4646974
CMG,3,2015,total equity,1032987
CSV,3,2015,total equity,585625
CTD,3,2015,total equity,2959237
CTG,3,2015,total equity,55664981
CVT,3,2015,total equity,271681
D2D,3,2015,total equity,406011
DAG,3,2015,total equity,458765
DBC,3,2015,total equity,1908349
DBD,3,2015,total equity,626098
DCL,3,2015,total equity,546664
DCM,3,2015,total equity,6014605
DGW,3,2015,total equity,590498
DHC,3,2015,total equity,289944
DHG,3,2015,total equity,2363817
DIG,3,2015,total equity,2620238
DLG,3,2015,total equity,2116524
DPM,3,2015,total equity,9423940
DRC,3,2015,total equity,1546598
DRH,3,2015,total equity,214749
DXG,3,2015,total equity,1688063
EIB,3,2015,total equity,14558046
FCN,3,2015,total equity,783308
FIT,3,2015,total equity,2050330
FLC,3,2015,total equity,5945927
FPT,3,2015,total equity,9972171
GAS,3,2015,total equity,43883292
GEX,3,2015,total equity,2791546
GIL,3,2015,total equity,377283
GMD,3,2015,total equity,4947478
HAG,3,2015,total equity,16881229
HAI,3,2015,total equity,1252101
HAX,3,2015,total equity,119529
HBC,3,2015,total equity,1045859
HCM,3,2015,total equity,2273802
HDC,3,2015,total equity,604929
HDG,3,2015,total equity,1273955
HHS,3,2015,total equity,1475154
HNG,3,2015,total equity,9956115
HPG,3,2015,total equity,14064344
HQC,3,2015,total equity,2767059
HSG,3,2015,total equity,2910722
HT1,3,2015,total equity,4222357
HVN,3,2015,total equity,12252454
IDI,3,2015,total equity,1221659
IJC,3,2015,total equity,2924591
IMP,3,2015,total equity,892497
ITA,3,2015,total equity,9341210
JVC,3,2015,total equity,1244436
KBC,3,2015,total equity,7791652
KDH,3,2015,total equity,2557534
KSB,3,2015,total equity,534618
LCG,3,2015,total equity,995535
LDG,3,2015,total equity,950296
LHG,3,2015,total equity,644998
MBB,3,2015,total equity,22146156
MSN,3,2015,total equity,25411373
MWG,3,2015,total equity,2151663
NCT,3,2015,total equity,378944
NKG,3,2015,total equity,608530
NLG,3,2015,total equity,2196408
NT2,3,2015,total equity,4584991
NTL,3,2015,total equity,904816
OGC,3,2015,total equity,3130569
PC1,3,2015,total equity,982982
PDR,3,2015,total equity,2194770
PHC,3,2015,total equity,205194
PHR,3,2015,total equity,2250496
PLX,3,2015,total equity,12558189
PNJ,3,2015,total equity,1396523
PPC,3,2015,total equity,5681824
PTB,3,2015,total equity,457919
PVD,3,2015,total equity,13231665
PVT,3,2015,total equity,4144655
REE,3,2015,total equity,6451655
SAB,3,2015,total equity,14192794
SAM,3,2015,total equity,2430004
SBT,3,2015,total equity,2490164
SCR,3,2015,total equity,2752002
SHI,3,2015,total equity,500329
SKG,3,2015,total equity,461432
SMB,3,2015,total equity,391243
SSI,3,2015,total equity,6312725
STB,3,2015,total equity,19093506
STK,3,2015,total equity,680295
SZC,3,2015,total equity,1065382
SZL,3,2015,total equity,457764
TCB,3,2015,total equity,15601217
TCM,3,2015,total equity,873854
TDH,3,2015,total equity,1337548
TNA,3,2015,total equity,303093
TTB,3,2015,total equity,94030
TVB,3,2015,total equity,87056
VCB,3,2015,total equity,44005436
VCI,3,2015,total equity,846903
VGC,3,2015,total equity,3132137
VHC,3,2015,total equity,2018712
VIC,3,2015,total equity,31620022
VNG,3,2015,total equity,130027
VNM,3,2015,total equity,19216790
VPB,3,2015,total equity,12747177
VSC,3,2015,total equity,1365499
AAA,4,2015,total equity,819485
AMD,4,2015,total equity,359355
ANV,4,2015,total equity,1298908
APG,4,2015,total equity,136273
ASM,4,2015,total equity,2437215
BCG,4,2015,total equity,507926
BID,4,2015,total equity,40933712
BMP,4,2015,total equity,2064742
CCL,4,2015,total equity,279489
CII,4,2015,total equity,4642207
CMG,4,2015,total equity,1085814
CSV,4,2015,total equity,623534
CTD,4,2015,total equity,3242536
CTG,4,2015,total equity,55867720
CTI,4,2015,total equity,609749
CVT,4,2015,total equity,290130
D2D,4,2015,total equity,382949
DAG,4,2015,total equity,466602
DBC,4,2015,total equity,1946448
DBD,4,2015,total equity,554145
DCL,4,2015,total equity,567439
DCM,4,2015,total equity,6271814
DGW,4,2015,total equity,609102
DHC,4,2015,total equity,298559
DHG,4,2015,total equity,2522956
DIG,4,2015,total equity,2648787
DLG,4,2015,total equity,2163376
DPM,4,2015,total equity,8546555
DRC,4,2015,total equity,1672799
DRH,4,2015,total equity,220132
DXG,4,2015,total equity,1771359
EIB,4,2015,total equity,14115766
FCN,4,2015,total equity,781164
FIT,4,2015,total equity,2077870
FLC,4,2015,total equity,6230653
FPT,4,2015,total equity,10178237
GAS,4,2015,total equity,42893991
GEG,4,2015,total equity,1161378
GEX,4,2015,total equity,2993289
GIL,4,2015,total equity,395840
GMD,4,2015,total equity,5386896
HAG,4,2015,total equity,15963783
HAI,4,2015,total equity,1293825
HAX,4,2015,total equity,131069
HBC,4,2015,total equity,1072284
HCM,4,2015,total equity,2279549
HDC,4,2015,total equity,634438
HDG,4,2015,total equity,1340994
HHS,4,2015,total equity,2761169
HNG,4,2015,total equity,9626630
HPG,4,2015,total equity,14467087
HQC,4,2015,total equity,4006163
HSG,4,2015,total equity,3213880
HT1,4,2015,total equity,4440840
HVN,4,2015,total equity,12142392
IDI,4,2015,total equity,1223279
IJC,4,2015,total equity,2956263
IMP,4,2015,total equity,906197
ITA,4,2015,total equity,9348537
JVC,4,2015,total equity,1271872
KBC,4,2015,total equity,8055591
KDH,4,2015,total equity,4184647
KSB,4,2015,total equity,523590
LCG,4,2015,total equity,977685
LDG,4,2015,total equity,1002117
LHG,4,2015,total equity,683764
MBB,4,2015,total equity,22593349
MSN,4,2015,total equity,27109046
MWG,4,2015,total equity,2483553
NCT,4,2015,total equity,434947
NKG,4,2015,total equity,639760
NLG,4,2015,total equity,2426431
