,date,AAA,AAM,ABT,ACC,ACL,ADS,AGM,AMD,ANV,APC,ASM,ASP,AST,ATG,BBC,BCE,BCG,BFC,BHN,BMC,BMP,BRC,BTP,BTT,BWE,C32,C47,CAV,CCI,CCL,CDC,CEE,CHP,CIG,CII,CLC,CLG,CLL,CLW,CMG,CMV,CMX,CNG,COM,CRC,CRE,CSM,CSV,CTD,CTF,CTI,CVT,D2D,DAG,DAH,DAT,DBC,DBD,DCL,DCM,DGW,DHA,DHC,DHG,DHM,DIC,DIG,DLG,DMC,DPG,DPM,DPR,DQC,DRC,DRH,DRL,DSN,DTA,DTL,DTT,DVP,DXG,DXV,ELC,EMC,EVE,EVG,FCM,FCN,FDC,FIR,FIT,FLC,FMC,FPT,FRT,FTM,GAB,GAS,GDT,GEG,GEX,GIL,GMC,GMD,GSP,GTA,GTN,HAG,HAH,HAI,HAP,HAR,HAS,HAX,HBC,HCD,HDC,HDG,HHS,HID,HII,HMC,HNG,HOT,HPG,HPX,HQC,HRC,HSG,HSL,HT1,HTI,HTL,HTN,HTV,HU1,HU3,HUB,HVG,HVH,HVN,HVX,IBC,IDI,IJC,ILB,IMP,ITA,ITC,ITD,JVC,KBC,KDC,KDH,KHP,KMR,KOS,KPF,KSB,L10,LAF,LBM,LCG,LCM,LDG,LEC,LGC,LGL,LHG,LIX,LM8,LSS,MCG,MCP,MDG,MHC,MSH,MSN,MWG,NAF,NAV,NBB,NCT,NHH,NKG,NLG,NNC,NSC,NT2,NTL,NVL,NVT,OGC,OPC,PAC,PAN,PC1,PDN,PDR,PET,PGC,PGD,PHC,PHR,PIT,PJT,PLP,PLX,PME,PMG,PNC,PNJ,POM,POW,PPC,PTB,PTC,PTL,PVD,PVT,PXI,PXS,PXT,QBS,ROS,S4A,SAB,SAM,SAV,SBA,SBT,SBV,SC5,SCD,SCR,SCS,SFC,SFG,SFI,SGN,SGR,SGT,SHA,SHI,SHP,SII,SJD,SJF,SJS,SKG,SMA,SMB,SMC,SPM,SRC,SRF,SSC,ST8,STG,STK,SVC,SVI,SVT,SZC,SZL,TAC,TBC,TCD,TCH,TCL,TCM,TCO,TCR,TCT,TDC,TDG,TDH,TDM,TDW,TEG,TGG,THG,THI,TIP,TIX,TLD,TLG,TLH,TMP,TMS,TMT,TN1,TNA,TNC,TNI,TNT,TPC,TRA,TRC,TS4,TSC,TTB,TTE,TTF,TV2,TVT,TYA,UDC,UIC,VAF,VCF,VDP,VFG,VGC,VHC,VHM,VIC,VID,VIP,VIS,VJC,VMD,VNE,VNG,VNL,VNM,VNS,VOS,VPD,VPG,VPH,VPI,VPS,VRC,VRE,VSC,VSH,VSI,VTB,VTO,YBM,YEG,count,profit,cumulative
0,2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,1.0
1,2015-01-23,,,,-0.005,-0.005,,,,,,-0.005,,,,,-0.005,,,,-0.005,,-0.005,,,,,-0.005,,-0.005,-0.005,,,-0.005,-0.005,,,-0.005,,-0.005,-0.005,-0.005,,,,,,,,,,-0.005,,-0.005,-0.005,,,,,-0.005,,,,-0.005,,-0.005,,,,,,,,,,,,-0.005,-0.005,,,,-0.005,,,,,,,,,,-0.005,,,,,,,-0.005,-0.005,,,,,,,,,,,,,,,-0.005,,,,,,,,-0.005,,,,,-0.005,,-0.005,,,,,,,-0.005,,,,,,-0.005,,-0.005,,,,-0.005,,-0.005,,,,-0.005,-0.005,,,,,,,,-0.005,,,,,-0.005,,,-0.005,,,,-0.005,,,,,,-0.005,,,,-0.005,,,,-0.005,-0.005,,-0.005,,,-0.005,,,,-0.005,,,,-0.005,,-0.005,,,,,,,,-0.005,,,,-0.005,,,,,,,,,,,-0.005,,,-0.005,,,,-0.005,,-0.005,-0.005,,,,,,,,,,,,,-0.005,,-0.005,,,-0.005,,-0.005,-0.005,,,-0.005,-0.005,,,-0.005,-0.005,,,,,-0.005,,,-0.005,,,,,,,,,,-0.005,,,-0.005,,,,,-0.005,,,,,,-0.005,-0.005,,,,,,,-0.005,-0.005,,,,,-0.005,,,,-0.005,-0.005,,,,-0.005,,,,,-0.005,-0.005,,,,,,,,,-0.005,-0.005,,-0.005,,,85,-0.005,0.995
2,2015-01-30,,,,0.017615176151761558,-0.03414634146341455,,,,,,,,,,,-0.01948051948051943,,,,-0.036593059936908534,,-0.019677996422182376,,,,,-0.03114186851211065,,-0.09398496240601506,-0.01846965699208436,,,-0.013106159895150626,,,,-0.014925373134328401,,-0.07959022852639874,-0.010159651669085501,0.013906447534766109,,,,,,,,,,-0.01939058171745145,,-0.03850931677018643,-0.06451612903225812,,,,,-0.036747458952306356,,,,-0.041474654377880116,,-0.057613168724279906,,,,,,,,,,,,0.016659894351889415,0.04833333333333334,,,,0.05792163543441231,,,,,,,,,,0.016884113584036964,,,,,,,-0.04928844151336331,-0.020475020475020478,,,,,,,,,,,,,,,-0.030701754385964897,,,,,,,,0.021321961620468954,,,,,-0.013846153846153841,,-0.041825095057034245,,,,,,,-0.023622047244094557,,,,,,,,-0.06282722513089012,,,,-0.03797468354430389,,0.009433962264151052,,,,-0.021798365122615793,-0.021276595744680882,,,,,,,,-0.04693140794223827,,,,,-0.04395604395604402,,,-0.007518796992481147,,,,,,,,,,,,,,-0.055837563451776706,,,,-0.03734827264239027,-0.02137767220902609,,-0.07843137254901955,,,0.03758542141230059,,,,-0.016822429906542036,,,,-0.06882591093117418,,-0.02564102564102566,,,,,,,,-0.06956521739130439,,,,0.16091954022988508,,,,,,,,,,,-0.018957345971563955,,,-0.11489898989898994,,,,-0.15254237288135597,,,-0.00556173526140169,,,,,,,,,,,,,0.021538461538461506,,-0.02929687500000011,,,0.05681818181818188,,-0.044914134742404244,-0.017892644135188873,,,,,,,-0.015355086372360827,-0.015544041450777257,,,,,-0.020864381520119157,,,-0.03813559322033888,,,,,,,,,,0.01734104046242768,,,-0.013605442176870874,,,,,,,,,,,-0.020693512304250428,-0.03547671840354771,,,,,,,-0.05496828752642724,-0.03703703703703709,,,,,-0.012855209742895779,,,,,-0.021897810218978075,,,,-0.08507089241034194,,,,,-0.031596224866639266,-0.03125,,,,,,,,,0.013513513513513598,0.019538188277087087,,-0.03434343434343434,,,75,-0.02331793495530602,0.9717986547194706
3,2015-02-06,,,,-0.03794940079893472,-0.08585858585858586,,,,,,-0.010736196319018343,,,,,-0.01103752759381893,,,,-0.037328094302554016,,,,,,,-0.005952380952381042,,-0.1728907330567081,-0.20967741935483875,,,,-0.07407407407407418,,,0.015151515151515138,,-0.05565068493150693,-0.032258064516129115,,,,,,,,,,,,,0.018087855297157507,0.006896551724137945,,,,,0.004870129870129913,,,,0.019230769230769162,,-0.08078602620087338,,,,,,,,,,,,-0.008393285371702697,-0.04610492845786962,,,,-0.012882447665056418,,,,,,,,,,0.09660377358490568,,,,,,,0.03249361080686386,0.017558528428093467,,,,,,,,,,,,,,,0.018099547511312153,,,,,,,,-0.010438413361169019,,,,,0.014040561622464809,,-0.08201058201058187,,,,,,,,,,,,,-0.0821643286573146,,-0.020484171322160183,,,,-0.02631578947368407,,0.009345794392523477,,,,0.00417827298050133,,,,,,,,,-0.04924242424242442,,,,,0.031609195402298784,,,,,,,,,,,,,,,,,-0.03405017921146958,,,,-0.03976721629485935,-0.036407766990291246,,-0.06382978723404253,,,-0.0318331503841931,,,,-0.017110266159695797,,,,-0.017391304347826098,,,,,,,,,,0.07476635514018692,,,,0.14521452145214542,-0.005,,,,,,,,,,-0.032206119162640934,,,0.00855920114122699,,,,,,,-0.006711409395973034,,,,,,,,,,,,,-0.02108433734939752,,0.010060362173038184,,,-0.029569892473118364,,0.004149377593360981,,,,,0.030249110320284656,,,0.02274204028589999,,,,,,-0.007610350076103556,,,0.01982378854625555,,,,,,,,,,-0.043323863636363646,,,-0.027586206896551557,,,,,-0.00391389432485334,,,,,,-0.0742432895488293,-0.027586206896551557,,,,,,,-0.03803131991051456,-0.05576923076923079,,,,,-0.023303632625085613,,,,-0.022854678740836576,0.04850746268656714,,,,0.03828623518687335,,,,,-0.0072033898305085,-0.032258064516129115,,,,,,,,,-0.029743589743589705,-0.1480836236933799,,-0.05648535564853563,,,71,-0.01964322709652739,0.9527093930527162
4,2015-02-13,,,,-0.03598615916955017,,,,,,,0.032558139534883734,,,,,-0.008928571428571397,,,,-0.03537414965986396,,,,,,,0.0383233532934133,,,0.054421768707483054,,,0.013280212483399723,,,,0.07462686567164178,,0.08522212148685426,0.022727272727272707,0.006234413965087393,,,,,,,,,,,,-0.017766497461928932,0.008561643835616417,,,,,0.009693053311793154,,,,-0.009433962264151052,,,,,,,,,,,,,,0.02498992341797668,0.06333333333333324,,,,0.11092985318107673,,,,,,,,,,0.03578802477632492,,,,,,,-0.006364922206506307,0.012325390304026351,,,,,,,,,,,,,,,0.04444444444444451,,,,,,,,0.03164556962025311,,,,,-0.027692307692307683,,-0.0014409221902018654,,,,,,,0.06048387096774199,,,,,,0.072052401746725,,0.03992395437262353,,,,0.04054054054054057,,0.08796296296296302,,,,0.04576976421636614,0.013377926421404451,,,,,,,,0.05179282868525914,,,,,0.04456824512534818,,,0.015151515151515138,,,,-0.04140127388535042,,,,,,0.029598308668076,,,,0.06864564007421148,,,,0.027272727272727337,0.06045340050377823,,0.022727272727272707,,,0.00340136054421758,,,,0.029013539651837617,,,,0.03539823008849563,,0.013157894736842257,,,,,,,,-0.022608695652173938,,,,0.040345821325648235,0.1304347826086958,,,,,,,,,,0.008319467554076532,,,0.09193776520509189,,,,0.012727272727272698,,0.02599277978339365,0.012387387387387427,,,,,,,,,,,,,,,0.009960159362550014,,,0.0484764542936289,,,-0.020242914979757165,,,,-0.015544041450777146,,,,0.011842105263158098,,,,,-0.015337423312883347,,,-0.010799136069114423,,,,,,,,,,0.00445434298440972,,,0.014184397163120366,,,,,0.003929273084479545,,,,,,-0.026526835286860062,0.01891252955082723,,,,,,,0.020930232558139528,0.038696537678207577,,,,,0.00210526315789461,,,,0.07678729037952325,0.04270462633451966,,,,-0.026338893766461924,,,,,0.014511310285958201,-0.033333333333333326,,,,,,,,,0.040169133192388795,-0.07975460122699385,,,,,75,0.022204427458618826,0.9738637596599
5,2015-03-02,,,,0.0279971284996412,0.03038674033149169,,,,,,0.010510510510510551,,,,,0.020270270270270174,,,,0.15373765867418898,,,,,,,0.12456747404844282,,-0.008361204013378032,0.048387096774193505,,,0.013106159895150737,,,,0.0277777777777779,,0.09106098579782795,,,,,,,,,,,,0.009887005649717562,,0.009043927648578753,-0.008488964346349714,,,,,-0.02400000000000002,,,,0.014285714285714235,,0.0213776722090262,,,,,,,,,,,,,0.045454545454545414,,,,0.022026431718061623,,,,,,,,,,-0.12425249169435226,,,,,,,-0.006405693950177871,0.017045454545454364,,,,,,,,,,,,,,,-0.051063829787234116,,,,,,,,-0.010224948875255602,,,,,-0.02848101265822789,,-0.025974025974025983,,,,,,,-0.011406844106463754,,,,,,0.016293279022403295,,-0.018281535648994485,,,,-0.025974025974025983,,0.017021276595744705,,,,-0.0305039787798409,-0.013201320132013028,,,,,,,,-0.04924242424242442,,,,,-0.029333333333333322,,,-0.007462686567164312,,,,-0.023255813953488302,,,,,,0.04312114989733051,,,,0.02083333333333326,,,,-0.03048180924287125,,,,,,0.01242937853107362,,,,-0.005639097744360999,,,,0.0769230769230771,,0.025974025974025983,,,,,,,,0.012455516014235002,,,,0.008310249307479367,0.07692307692307687,,,,,,,,,,0.041254125412541365,,,-0.041450777202072464,,,,-0.012567324955116699,,-0.04785362420830408,-0.023359288097886677,,,,,,,,,,,,,0.021538461538461506,,-0.019723865877712132,,,-0.017173051519154492,,,0.07644628099173567,,,,0.05789473684210522,,,0.008894536213468918,-0.03055916775032519,,,,,0.031152647975077885,,,-0.0393013100436681,,,,,,,,,,-0.04065040650406493,,,-0.027972027972028024,,,,,-0.16242661448140905,,,,,,0.03929024081115329,0.009280742459396807,,,,,,,0.018223234624145768,-0.03725490196078418,,,,,0.044117647058823595,,,,-0.011885245901639307,-0.04095563139931746,,,,0.021641118124436476,,,,,,0.034482758620689724,,,,,,,,,0.0457317073170731,0.31333333333333346,,,,,75,0.009004269453831348,0.982632691363199
6,2015-03-09,,,,,,,,,,,0.0520059435364042,,,,,-0.030905077262693315,,,,-0.019559902200488977,,0.02007299270072993,,,,,-0.005128205128205221,,0.008431703204047292,,,,0.040103492884864034,-0.040000000000000036,,,0.013513513513513375,,0.027565084226646164,,-0.0384138785625775,,,,,,,,,,,,-0.002560819462227859,0.03938356164383561,,,,,-0.0024590163934425924,,,,0.018779342723004744,,0.020930232558139528,,,,,,,,,,,,0.023987416437278863,-0.1859070464767617,,,,0.03591954022988508,,,,,,,,,,0.011380880121396153,,,,,,,-0.006267908309455561,-0.011173184357541777,,,,,,,,,,,,,,,0.12107623318385641,,,,,,,,-0.02066115702479332,,,,,0.043973941368078195,,0.007407407407407307,,,,,,,0.011538461538461497,,,,,,,,0.027932960893854553,,,,0.013333333333333197,,0.043933054393305415,,,,0.004103967168262779,0.006688963210702115,,,,,,,,-0.01195219123505964,,,,,0.030219780219780112,,,0.0665124349334878,,,,-0.023809523809523725,,,,,,-0.06889763779527547,,,,-0.025510204081632515,,,,0.10446247464503045,0.0071258907363420665,,-0.022222222222222143,,,0.024553571428571397,,,,0.06994328922495274,,,,0.10317460317460303,,0.037974683544303556,,,,,,,,-0.08260105448154664,,,,-0.04670329670329665,,,,,,,,,,,0.015847860538827252,,,-0.027027027027027084,,,,0.012727272727272698,,0.01921655580192172,-0.01252847380410016,,,,,,,,,,,,,0.01807228915662651,,-0.010060362173038184,,,0.05913978494623651,,0.024793388429752206,-0.14203454894433787,,,,-0.08126036484245447,,,-0.0220403022670026,0.019450033534540445,,,,,-0.015105740181268978,,,0.020454545454545503,,,,,,,,,,0.04237288135593209,,,-0.014388489208633004,,,,,0.07242990654205594,,,,,,-0.022560975609755896,0.01839080459770126,,,,,,,,0.07942973523421593,,,,,-0.021462105969148215,,,,-0.004147656574035596,,,,,-0.005295675198587868,,,,,-0.011779554059739183,0.03333333333333344,,,,,,,,,-0.006802721088435271,0.0372250423011844,,,,,75,0.0062358115424521925,0.9887602036419924
7,2015-03-16,,,,0.045391061452513926,-0.01072386058981234,,,,,,-0.029661016949152574,,,,,0.011389521640091216,,,,-0.06359102244389025,,-0.019677996422182376,,,,,-0.050515463917525594,,0.06688963210702337,-0.021538461538461506,,,-0.01243781094527352,,,,0.013333333333333197,,,0.08592592592592596,-0.006443298969072142,,,,,,,,,,0.047552447552447585,,-0.012836970474967901,0.05601317957166385,,,,,-0.0041084634346755244,,,,,,-0.06378132118451008,,,,,,,,,,,,0.014592933947772835,,,,,-0.029126213592232997,,,,,,,,,,0.039009752438109446,,,,,,,-0.019282753649306206,0.06860371267150933,,,,,,,,,,,,,,,,,,,,,,,0.010548523206751037,,,,,-0.01404056162246492,,-0.0117647058823529,,,,,,,-0.1235741444866919,,,,,,0.03406813627254501,,-0.02717391304347816,,,,-0.02631578947368407,,0.060120240480961984,,,,,-0.021594684385382035,,,,,,,,-0.014112903225806495,,,,,0.02933333333333321,,,-0.03470715835141003,,,,-0.024390243902439157,,,,,,,,,,-0.03315881326352532,,,,0.03305785123966931,-0.028301886792452824,,,,,0.020697167755991286,,,,-0.01590106007067138,,,,-0.09352517985611508,,-0.03658536585365846,,,,,,,,-0.026819923371647403,,,,-0.19884726224783866,-0.03571428571428559,,,,,,,,,,0.007800312012480548,,,0.009722222222222188,,,,-0.02513464991023351,,-0.052936910804931014,0.02422145328719738,,,,,,,,,,,,,-0.038461538461538436,,-0.010162601626016232,,,0.04949238578680193,,0.004032258064516014,,,,-0.044711951848667386,-0.05956678700361007,,,-0.0025756600128782337,,,,,,-0.015337423312883347,,,-0.008908685968819552,,,,,,,,,,,,,,,,,,0.019607843137254832,,,,,,,-0.019187358916478603,,,,,,,,-0.037735849056603765,,,,,0.02193283070596297,,,,-0.009995835068721481,,,,,-0.015971606033717833,,,,,,,,,,,,,,,0.006849315068492956,0.04567699836867867,,,,,68,-0.0091923091484826,0.9796712141763986
8,2015-03-23,,,,-0.04609218436873752,-0.01897018970189701,,,,,,-0.020378457059679667,,,,,-0.020270270270270396,,,,0.003994673768308976,,,,,,,0.02931596091205213,,0.15047021943573657,,,,-0.006297229219143663,-0.08333333333333326,,,0.07894736842105265,,-0.07600596125186287,0.1282401091405183,0.006485084306095956,,,,,,,,,,0.009345794392523255,,-0.006501950585175664,-0.023400936037441533,,,,,0.0016501650165017256,,,,-0.009216589861751112,,,,,,,,,,,,,,0.01627554882664639,0.05156537753222845,,,,,,,,,,,,,,0.032490974729241895,,,,,,,-0.006431459022418262,-0.01132930513595165,,,,,,,,,,,,,,,-0.0119999999999999,,,,,,,,-0.010438413361169019,,,,,-0.04272151898734189,,-0.06398809523809523,,,,,,,-0.013015184381778844,,,,,,,,-0.011173184357541999,,,,,,-0.032136105860113395,,,,-0.03133514986376018,-0.006791171477079749,,,,,,,,-0.03885480572597122,,,,,0.02590673575129543,,,-0.003370786516854074,,,,0.12142857142857144,,,,,,0.044397463002114224,,,,,,,,-0.01244444444444448,-0.01456310679611661,,-0.022727272727272818,,,0.054429028815368374,,,,-0.03411131059245964,,,,-0.01984126984126977,,0.012658227848101111,,,,,,,,-0.07874015748031504,,,,0.17985611510791366,-0.03703703703703709,,,,,,,,,,0.046439628482972006,,,,,,,,,0.055895865237366005,0.006756756756756577,,,,,,,,,,,,,-0.03692307692307695,,-0.010266940451745366,,,-0.042321644498186206,,-0.004016064257028051,,,,0.01935193519351941,0.12667946257197693,,,0.0258231116849581,0.007894736842105399,,,,,,,,,,,,,,,,,,-0.09977827050997778,,,-0.012165450121654708,,,,,-0.03418803418803418,,,,,,,-0.04027617951668583,,,,,,,0.029082774049216997,-0.03725490196078418,,,,,,,,,-0.01809002944888516,0.021352313167259718,,,,0.05410279531109108,,,,,0.007237122179651001,-0.048387096774193505,,,,,,,,,-0.014577259475218485,-0.01716068642745716,,-0.037694013303769425,,,72,0.0011313526599744893,0.9807795678104575
9,2015-03-30,,,,0.0028011204481792618,-0.011049723756906049,,,,,,-0.09509658246656771,,,,,-0.020689655172413723,,,,,,-0.010948905109489093,,,,,-0.040084388185654074,,-0.08719346049046317,-0.07547169811320764,,,0.012674271229404344,0.04545454545454519,,,-0.07317073170731703,,0.14032258064516134,-0.00846432889963733,-0.014175257731958713,,,,,,,,,,-0.05423280423280419,,,-0.015974440894568676,,,,,-0.009884678747940745,,,,-0.027906976744186185,,-0.06812652068126523,,,,,,,,,,,,-0.007821229050279377,0.05078809106830118,,,,-0.034285714285714364,,,,,,,,,,-0.08391608391608396,,,,,,,-0.15794340669502493,-0.005347593582887722,,,,,,,,,,,,,,,-0.0080971659919028,,,,,,,,,,,,,-0.014876033057851235,,-0.05405405405405406,,,,,,,-0.06373626373626373,,,,,,0.1298449612403101,,-0.058380414312617646,,,,-0.06756756756756754,,0.048828125,,,,0.014064697609001309,-0.01538461538461533,,,,,,,,-0.02765957446808509,,,,,0.06818181818181834,,,-0.028748590755355075,,,,-0.10828025477707015,,,,,,,,,,-0.032490974729241784,,,,-0.01980198019801971,-0.02216748768472887,,-0.06976744186046513,,,-0.026315789473684403,,,,0.024163568773234223,,,,-0.03238866396761131,,-0.07499999999999996,,,,,,,,,,,,-0.07621951219512191,-0.03846153846153855,,,,,,,,,,-0.022189349112425982,,,-0.009628610729023324,,,,-0.07734806629834257,,-0.09789702683103696,0.046979865771812124,,,,,,,,,,,,,0.019169329073482455,,-0.03112033195020758,,,-0.011363636363636354,,0.02284946236559149,0.04026845637583909,,,-0.016335540838852025,-0.05621805792163548,,,-0.02706104468219006,-0.003916449086161955,,,,,-0.031152647975077885,,,-0.03146067415730347,,,,,,,,,,0.11083743842364524,,,-0.044334975369458074,,,,,0.008849557522123908,,,,,,0.0037429819089207506,-0.021582733812949617,,,,,,,-0.04565217391304344,-0.04073319755600813,,,,,0.012743125419181656,,,,-0.03556126820908301,,,,,-0.0051325919589391145,,,,,-0.021132713440405793,-0.10169491525423735,,,,,,,,,-0.0147928994082841,-0.06190476190476191,,-0.05069124423963123,,,80,-0.022469037720528846,0.9587423947058004
