,id,code,date,open_weekly,close_weekly,high_weekly,low_weekly,total_vol,oi
3368,ABT20150420,ABT,2015-04-20,32.0,31.37,32.32,31.05,2.729999999996358,11.497257
3373,ABT20150427,ABT,2015-04-27,32.0,31.56,34.22,31.56,4.649999999996359,11.497257
3378,ABT20150508,ABT,2015-05-08,31.69,35.81,36.12,31.69,9.02999999999636,11.497257
3383,ABT20150515,ABT,2015-05-15,33.59,34.54,36.76,33.27,2.7399999999963587,11.497257
3388,ABT20150522,ABT,2015-05-22,33.59,32.96,34.22,32.64,6.109999999996359,11.497257
3393,ABT20150529,ABT,2015-05-29,33.59,34.54,35.81,32.96,2.769999999996358,11.497257
3398,ABT20150605,ABT,2015-06-05,34.54,33.91,34.54,33.27,9.489999999996357,11.497257
3403,ABT20150612,ABT,2015-06-12,33.59,33.59,34.22,32.96,0.7399999999963585,11.497257
3408,ABT20150619,ABT,2015-06-19,33.27,34.22,34.22,33.27,2.1599999999963586,11.497257
3413,ABT20150626,ABT,2015-06-26,34.22,34.22,34.22,32.64,2.519999999996358,11.497257
3418,ABT20150703,ABT,2015-07-03,34.22,34.22,34.22,33.27,3.5099999999963583,11.497257
3423,ABT20150710,ABT,2015-07-10,34.22,34.22,34.54,32.64,4.089999999996358,11.497257
3428,ABT20150717,ABT,2015-07-17,34.22,35.49,36.12,33.91,3.349999999996358,11.497257
3433,ABT20150724,ABT,2015-07-24,35.49,34.54,35.49,33.91,2.0399999999963576,11.497257
3438,ABT20150731,ABT,2015-07-31,36.44,38.41,38.41,34.83,4.089999999996357,11.497257
3443,ABT20150807,ABT,2015-08-07,38.41,39.06,40.36,35.81,0.4199999999963576,11.497257
3448,ABT20150814,ABT,2015-08-14,36.46,37.76,39.06,35.81,5.059999999996357,11.497257
3453,ABT20150821,ABT,2015-08-21,37.76,35.16,37.76,33.85,2.8499999999963577,11.497257
3458,ABT20150828,ABT,2015-08-28,35.81,34.51,36.13,32.1,9.659999999996357,11.497257
3463,ABT20150907,ABT,2015-09-07,33.85,35.81,35.81,33.85,4.219999999996357,11.497257
3468,ABT20150914,ABT,2015-09-14,35.48,33.85,35.48,33.85,1.3699999999963577,11.497257
3473,ABT20150921,ABT,2015-09-21,35.16,34.18,35.16,33.85,2.2899999999963576,11.497257
3478,ABT20150928,ABT,2015-09-28,33.85,33.85,33.85,33.2,4.119999999996358,11.497257
3483,ABT20151005,ABT,2015-10-05,32.88,33.85,33.85,31.51,17.899999999996357,11.497257
3488,ABT20151012,ABT,2015-10-12,33.53,33.85,34.51,33.53,41.10999999999636,11.497257
3493,ABT20151019,ABT,2015-10-19,33.85,34.51,35.16,33.85,20.019999999996358,11.497257
3498,ABT20151026,ABT,2015-10-26,34.18,34.51,34.83,34.18,10.429999999996358,11.497257
3503,ABT20151102,ABT,2015-11-02,34.51,36.46,37.46,34.51,18.44999999999636,11.497257
3508,ABT20151109,ABT,2015-11-09,35.12,36.12,36.46,34.12,2.719999999996358,11.497257
3513,ABT20151116,ABT,2015-11-16,35.46,35.12,35.46,34.12,7.889999999996357,11.497257
3518,ABT20151123,ABT,2015-11-23,35.46,34.79,35.46,34.45,4.199999999996358,11.497257
3523,ABT20151130,ABT,2015-11-30,35.46,34.79,35.46,34.12,5.569999999996357,11.497257
3528,ABT20151207,ABT,2015-12-07,35.12,34.79,35.12,32.78,9.639999999996357,11.497257
3533,ABT20151214,ABT,2015-12-14,34.79,33.31,35.12,31.78,11.579999999996359,11.497257
3538,ABT20151221,ABT,2015-12-21,32.85,32.44,34.12,32.11,11.909999999996359,11.497257
3543,ABT20151228,ABT,2015-12-28,32.11,32.11,33.11,31.31,9.309999999996357,11.497257
3548,ABT20160105,ABT,2016-01-05,31.64,32.44,32.65,31.44,20.97999999999636,11.497257
3553,ABT20160112,ABT,2016-01-12,32.11,31.78,32.38,31.78,19.04999999999636,11.497257
3558,ABT20160119,ABT,2016-01-19,32.11,31.78,32.38,31.31,17.68999999999636,11.497257
3563,ABT20160126,ABT,2016-01-26,31.71,31.78,32.11,31.44,5.7499999999963585,11.497257
3568,ABT20160202,ABT,2016-02-02,31.78,31.91,32.59,31.71,3.929999999996358,11.497257
3573,ABT20160216,ABT,2016-02-16,31.91,31.91,32.59,31.23,3.2599999999963583,11.497257
3578,ABT20160223,ABT,2016-02-23,31.23,32.93,32.93,31.23,20.00999999999636,11.497257
3583,ABT20160301,ABT,2016-03-01,32.93,33.2,33.27,31.91,52.62999999999636,11.497257
3588,ABT20160308,ABT,2016-03-08,32.73,33.07,33.2,32.25,49.199999999996365,11.497257
3593,ABT20160315,ABT,2016-03-15,32.32,33.2,33.54,32.25,25.069999999996362,11.497257
3598,ABT20160322,ABT,2016-03-22,33.13,33.95,34.63,32.59,5.239999999996361,11.497257
3603,ABT20160329,ABT,2016-03-29,32.73,33.95,33.95,32.73,0.5499999999963621,11.497257
3608,ABT20160405,ABT,2016-04-05,32.93,32.93,33.95,32.59,39.479999999996366,11.497257
3613,ABT20160412,ABT,2016-04-12,32.59,33.27,34.63,32.32,81.41999999999636,11.497257
3618,ABT20160420,ABT,2016-04-20,33.81,32.93,33.95,31.98,19.909999999996355,11.497257
3623,ABT20160427,ABT,2016-04-27,31.84,33.75,33.75,31.84,11.849999999996356,11.497257
3628,ABT20160506,ABT,2016-05-06,33.75,33.2,33.75,32.59,6.259999999996355,11.497257
3633,ABT20160513,ABT,2016-05-13,32.25,33.27,33.34,32.25,7.699999999996354,11.497257
3638,ABT20160520,ABT,2016-05-20,33.27,33.68,33.68,32.93,3.7399999999963547,11.497257
3643,ABT20160527,ABT,2016-05-27,33.68,33.2,33.68,32.05,3.2999999999963547,11.497257
3648,ABT20160603,ABT,2016-06-03,32.59,33.0,33.27,32.46,7.459999999996356,11.497257
3653,ABT20160610,ABT,2016-06-10,32.93,33.2,35.31,32.59,12.439999999996354,11.497257
3658,ABT20160617,ABT,2016-06-17,32.73,32.86,33.2,32.59,26.669999999996353,11.497257
3663,ABT20160624,ABT,2016-06-24,32.8,33.2,33.27,32.59,30.529999999996356,11.497257
3668,ABT20160701,ABT,2016-07-01,32.59,32.86,33.27,31.91,11.909999999996355,11.497257
3673,ABT20160708,ABT,2016-07-08,33.54,33.41,33.54,32.25,7.509999999996355,11.497257
3678,ABT20160715,ABT,2016-07-15,33.27,32.73,33.27,32.25,11.519999999996354,11.497257
3683,ABT20160722,ABT,2016-07-22,33.41,32.73,33.41,32.73,2.7399999999963547,11.497257
3688,ABT20160729,ABT,2016-07-29,32.93,33.95,34.63,32.59,25.739999999996357,11.497257
3693,ABT20160805,ABT,2016-08-05,33.95,33.27,34.29,32.25,38.85999999999636,11.497257
3698,ABT20160812,ABT,2016-08-12,33.27,34.34,34.99,32.56,31.26999999999636,11.497257
3703,ABT20160819,ABT,2016-08-19,34.7,34.92,34.92,33.99,0.2699999999963585,11.497257
3708,ABT20160826,ABT,2016-08-26,34.92,34.7,34.92,32.98,0.8999999999963584,11.497257
3713,ABT20160905,ABT,2016-09-05,33.63,34.27,34.63,32.63,6.419999999996358,11.497257
3718,ABT20160912,ABT,2016-09-12,33.63,34.13,34.34,33.27,4.209999999996358,11.497257
3723,ABT20160919,ABT,2016-09-19,33.63,34.27,34.34,32.91,8.599999999996358,11.497257
3728,ABT20160926,ABT,2016-09-26,33.63,33.49,34.27,32.91,38.69999999999636,11.497257
3733,ABT20161003,ABT,2016-10-03,33.45,33.27,34.27,31.48,6.279999999996354,11.497257
3738,ABT20161010,ABT,2016-10-10,32.91,33.59,35.06,30.98,8.949999999996354,11.497257
3743,ABT20161017,ABT,2016-10-17,33.27,33.2,34.49,30.62,13.629999999996356,11.497257
3748,ABT20161024,ABT,2016-10-24,33.2,32.77,33.2,32.2,1.6699999999963548,11.497257
3753,ABT20161031,ABT,2016-10-31,30.87,31.55,32.56,30.77,8.469999999996356,11.497257
3758,ABT20161107,ABT,2016-11-07,29.37,32.05,32.2,29.37,18.15999999999635,11.497257
3763,ABT20161114,ABT,2016-11-14,31.98,30.91,34.34,30.84,14.289999999996354,11.497257
3773,ABT20161128,ABT,2016-11-28,31.34,31.48,32.2,30.05,2.0999999999963546,11.497257
3778,ABT20161205,ABT,2016-12-05,31.48,31.45,31.48,29.44,1.569999999996355,11.497257
3783,ABT20161212,ABT,2016-12-12,31.45,30.69,31.66,28.87,1.4599999999963549,11.497257
3788,ABT20161219,ABT,2016-12-19,29.37,30.77,30.77,28.66,2.499999999996355,11.497257
3793,ABT20161226,ABT,2016-12-26,31.48,31.34,31.48,29.34,2.8499999999963554,11.497257
3798,ABT20170103,ABT,2017-01-03,31.34,32.2,32.2,29.48,6.879999999996356,11.497257
3803,ABT20170110,ABT,2017-01-10,32.2,31.45,32.2,30.05,3.1499999999963557,11.497257
3808,ABT20170117,ABT,2017-01-17,32.05,31.12,32.13,29.76,5.549999999996356,11.497257
3813,ABT20170124,ABT,2017-01-24,32.2,32.2,32.91,30.12,17.109999999996354,11.497257
3818,ABT20170207,ABT,2017-02-07,32.2,32.2,32.91,32.13,8.659999999996355,11.497257
3823,ABT20170214,ABT,2017-02-14,31.98,32.35,33.62,30.7,11.509999999996355,11.497257
3828,ABT20170221,ABT,2017-02-21,30.74,31.41,32.57,30.7,39.969999999996354,11.497257
3833,ABT20170228,ABT,2017-02-28,31.41,31.79,32.57,30.7,7.459999999996355,11.497257
3838,ABT20170307,ABT,2017-03-07,32.12,31.37,32.12,30.33,2.8399999999963548,11.497257
3843,ABT20170314,ABT,2017-03-14,31.64,31.67,32.27,30.74,3.849999999996355,11.497257
3848,ABT20170321,ABT,2017-03-21,31.67,30.7,32.12,29.95,3.999999999996355,11.497257
3853,ABT20170328,ABT,2017-03-28,30.55,32.12,32.12,29.95,13.859999999996356,11.497257
3858,ABT20170404,ABT,2017-04-04,31.45,31.0,32.12,30.03,4.939999999996354,11.497257
3863,ABT20170412,ABT,2017-04-12,30.1,31.07,31.34,29.95,9.329999999996353,11.497257
3868,ABT20170419,ABT,2017-04-19,30.74,31.37,32.68,29.99,5.349999999996355,11.497257
3873,ABT20170426,ABT,2017-04-26,30.33,29.99,31.34,29.95,7.399999999996354,11.497257
3878,ABT20170505,ABT,2017-05-05,30.4,30.55,30.7,29.95,4.259999999996355,11.497257
3883,ABT20170512,ABT,2017-05-12,30.33,31.82,34.44,30.03,3.329999999996355,11.497257
3888,ABT20170519,ABT,2017-05-19,31.82,31.3,32.91,29.73,24.899999999996353,11.497257
3893,ABT20170526,ABT,2017-05-26,31.82,31.82,32.95,29.95,24.479999999996352,11.497257
3898,ABT20170602,ABT,2017-06-02,32.2,33.99,35.19,30.14,6.079999999996355,11.497257
3903,ABT20170609,ABT,2017-06-09,31.64,34.44,35.68,31.07,2.709999999996355,11.497257
3908,ABT20170616,ABT,2017-06-16,32.05,29.95,33.69,29.95,12.699999999996356,11.497257
3913,ABT20170623,ABT,2017-06-23,31.04,29.28,31.45,29.05,61.349999999996356,11.497257
3918,ABT20170630,ABT,2017-06-30,29.13,29.59,30.98,28.45,44.04999999999636,11.497257
3923,ABT20170707,ABT,2017-07-07,29.59,29.21,31.51,28.44,12.339999999996355,11.497257
3928,ABT20170714,ABT,2017-07-14,29.17,28.71,29.17,26.98,15.359999999996354,11.497257
3933,ABT20170721,ABT,2017-07-21,27.67,25.37,28.67,24.98,23.399999999996353,11.497257
3938,ABT20170728,ABT,2017-07-28,24.98,28.09,28.44,24.98,6.869999999996355,11.497257
3943,ABT20170804,ABT,2017-08-04,28.06,27.98,30.05,26.13,23.289999999996354,11.497257
3948,ABT20170811,ABT,2017-08-11,27.98,27.75,28.75,26.9,1.2499999999963567,11.497257
3953,ABT20170818,ABT,2017-08-18,27.59,27.48,28.44,26.52,5.0899999999963566,11.497257
3958,ABT20170825,ABT,2017-08-25,28.59,27.67,28.59,26.56,2.199999999996357,11.497257
3963,ABT20170901,ABT,2017-09-01,26.44,27.59,28.82,26.21,7.309999999996356,11.497257
3968,ABT20170911,ABT,2017-09-11,28.4,27.21,28.44,26.21,2.319999999996357,11.497257
3973,ABT20170918,ABT,2017-09-18,27.63,27.06,27.86,26.21,3.619999999996357,11.497257
3978,ABT20170925,ABT,2017-09-25,26.21,27.21,28.44,26.02,5.059999999996357,11.497257
3983,ABT20171002,ABT,2017-10-02,27.21,26.63,27.21,25.37,3.469999999996357,11.497257
3988,ABT20171009,ABT,2017-10-09,27.09,26.17,27.21,23.25,15.189999999996356,11.497257
3993,ABT20171016,ABT,2017-10-16,24.37,25.37,25.83,24.37,4.389999999996357,11.497257
3998,ABT20171023,ABT,2017-10-23,24.98,23.98,26.52,23.98,10.799999999996356,11.497257
4003,ABT20171030,ABT,2017-10-30,24.98,20.56,24.98,19.91,47.969999999996354,11.497257
4008,ABT20171106,ABT,2017-11-06,19.6,20.45,20.64,18.6,18.299999999996356,11.497257
4013,ABT20171113,ABT,2017-11-13,20.45,21.14,21.29,19.98,14.539999999996354,11.497257
4018,ABT20171120,ABT,2017-11-20,21.44,21.1,21.44,19.95,59.58999999999635,11.497257
4023,ABT20171127,ABT,2017-11-27,19.98,21.87,22.52,19.98,16.209999999996356,11.497257
4028,ABT20171204,ABT,2017-12-04,22.21,22.29,22.52,21.14,18.549999999996356,11.497257
4033,ABT20171211,ABT,2017-12-11,22.21,21.91,22.29,21.68,12.429999999996355,11.497257
4038,ABT20171218,ABT,2017-12-18,21.91,22.21,22.67,21.52,11.029999999996354,11.497257
4043,ABT20171225,ABT,2017-12-25,22.14,22.1,22.14,20.98,4.3899999999963555,11.497257
4048,ABT20180102,ABT,2018-01-02,22.06,23.83,23.83,22.02,22.649999999996357,11.497257
4053,ABT20180109,ABT,2018-01-09,22.18,23.79,24.6,22.18,3.989999999996355,11.497257
4058,ABT20180116,ABT,2018-01-16,23.1,24.6,24.98,22.25,39.44999999999635,11.497257
4063,ABT20180125,ABT,2018-01-25,24.98,25.44,26.13,23.44,13.739999999996357,11.497257
4068,ABT20180201,ABT,2018-02-01,26.13,26.3,26.93,24.24,10.529999999996354,11.497257
4073,ABT20180208,ABT,2018-02-08,24.79,26.3,26.57,24.47,7.299999999996356,11.497257
4078,ABT20180222,ABT,2018-02-22,24.75,26.89,27.72,24.71,3.809999999996355,11.497257
4083,ABT20180301,ABT,2018-03-01,27.21,26.69,27.48,25.43,4.339999999996355,11.497257
4088,ABT20180308,ABT,2018-03-08,26.93,25.39,27.45,23.92,2.8399999999963548,11.497257
4093,ABT20180315,ABT,2018-03-15,26.02,28.91,30.02,25.35,24.649999999996357,11.497257
4098,ABT20180322,ABT,2018-03-22,29.31,28.91,29.7,27.09,3.599999999996355,11.497257
4103,ABT20180329,ABT,2018-03-29,26.93,27.52,28.87,26.14,2.8999999999963553,11.497257
4108,ABT20180405,ABT,2018-04-05,27.52,28.79,30.85,25.62,5.299999999996354,11.497257
4113,ABT20180412,ABT,2018-04-12,27.21,28.51,29.54,27.17,11.979999999996355,11.497257
4118,ABT20180419,ABT,2018-04-19,28.91,29.15,30.49,27.33,4.899999999996355,11.497257
4123,ABT20180427,ABT,2018-04-27,27.17,28.71,29.15,27.17,0.9799999999963549,11.497257
4128,ABT20180508,ABT,2018-05-08,26.97,29.31,29.31,26.97,1.3199999999963545,11.497257
4133,ABT20180515,ABT,2018-05-15,28.51,30.1,30.1,27.05,3.379999999996355,11.497257
4138,ABT20180522,ABT,2018-05-22,28.04,29.23,29.7,27.29,2.9299999999963546,11.497257
4143,ABT20180529,ABT,2018-05-29,29.23,28.91,29.23,25.47,3.2099999999963544,11.497257
4148,ABT20180605,ABT,2018-06-05,28.91,27.6,29.86,27.6,4.669999999996355,11.497257
4153,ABT20180612,ABT,2018-06-12,29.11,29.7,30.81,29.03,298.0299999999964,11.497257
4158,ABT20180619,ABT,2018-06-19,29.31,29.62,30.26,28.55,47.849999999996356,11.497257
4163,ABT20180626,ABT,2018-06-26,29.62,30.46,30.46,29.62,2.1599999999963617,11.497257
4168,ABT20180703,ABT,2018-07-03,30.46,30.49,30.81,28.24,2.2399999999963622,11.497257
4173,ABT20180710,ABT,2018-07-10,28.4,30.1,31.13,27.72,6.339999999996362,11.497257
4178,ABT20180717,ABT,2018-07-17,30.1,30.1,30.73,29.07,8.499999999996362,11.497257
4183,ABT20180724,ABT,2018-07-24,31.68,31.29,32.47,30.49,4.079999999996362,11.497257
4188,ABT20180731,ABT,2018-07-31,31.76,34.13,34.38,31.76,14.589999999996362,11.497257
4193,ABT20180807,ABT,2018-08-07,34.13,30.9,34.13,29.79,4.399999999996362,11.497257
4198,ABT20180814,ABT,2018-08-14,29.37,29.79,30.86,28.77,2.9699999999963618,11.497257
4203,ABT20180821,ABT,2018-08-21,29.79,29.03,29.88,29.03,0.909999999996362,11.497257
4208,ABT20180828,ABT,2018-08-28,28.98,29.62,30.47,28.77,1.109999999996362,11.497257
4213,ABT20180905,ABT,2018-09-05,29.37,29.2,29.79,29.2,0.399999999996362,11.497257
4218,ABT20180912,ABT,2018-09-12,29.79,28.47,30.64,28.47,1.3699999999963621,11.497257
4223,ABT20180919,ABT,2018-09-19,28.47,29.37,29.79,28.47,0.949999999996362,11.497257
4228,ABT20180926,ABT,2018-09-26,29.37,33.28,35.75,29.37,22.68999999999636,11.497257
4233,ABT20181003,ABT,2018-10-03,33.2,35.75,37.45,33.2,6.689999999996361,11.497257
4238,ABT20181010,ABT,2018-10-10,36.6,33.71,36.94,31.96,7.57999999999636,11.497257
4243,ABT20181017,ABT,2018-10-17,31.49,34.86,39.79,31.37,11.42999999999636,11.497257
4248,ABT20181024,ABT,2018-10-24,36.94,37.41,37.45,32.52,10.129999999996361,11.497257
4253,ABT20181031,ABT,2018-10-31,37.41,34.94,37.45,34.9,2.8199999999963605,11.497257
4258,ABT20181107,ABT,2018-11-07,34.05,35.92,35.92,31.32,18.79999999999636,11.497257
4263,ABT20181114,ABT,2018-11-14,35.92,37.49,40.39,35.75,12.66999999999636,11.497257
4268,ABT20181121,ABT,2018-11-21,39.58,37.15,40.81,37.15,6.49999999999636,11.497257
4273,ABT20181128,ABT,2018-11-28,39.41,37.96,40.01,37.45,3.0699999999963605,11.497257
4278,ABT20181205,ABT,2018-12-05,38.3,36.69,38.3,36.64,4.219999999996361,11.497257
4283,ABT20181212,ABT,2018-12-12,38.26,38.3,38.69,36.0,5.799999999996361,11.497257
4288,ABT20181219,ABT,2018-12-19,36.9,38.3,38.3,36.6,5.149999999996361,11.497257
4293,ABT20181226,ABT,2018-12-26,38.9,33.66,38.9,33.66,8.14999999999636,11.497257
4298,ABT20190104,ABT,2019-01-04,35.75,32.34,36.56,30.64,4.93999999999636,11.497257
4303,ABT20190111,ABT,2019-01-11,33.2,36.56,36.6,32.77,6.119999999996361,11.497257
4308,ABT20190118,ABT,2019-01-18,36.52,37.45,37.45,36.18,8.639999999996359,11.497257
4313,ABT20190125,ABT,2019-01-25,36.6,37.88,38.3,35.75,2.2399999999963605,11.497257
4318,ABT20190201,ABT,2019-02-01,37.88,36.69,39.15,36.69,0.1299999999963607,11.497257
4323,ABT20190215,ABT,2019-02-15,37.45,38.3,39.58,37.45,5.83999999999636,11.497257
4328,ABT20190222,ABT,2019-02-22,38.3,39.15,40.08,37.45,6.0299999999963605,11.497257
4333,ABT20190301,ABT,2019-03-01,39.15,38.3,39.46,37.86,2.039999999996361,11.497257
4338,ABT20190308,ABT,2019-03-08,38.3,38.21,38.7,37.01,0.4699999999963614,11.497257
4343,ABT20190315,ABT,2019-03-15,37.86,37.86,37.86,36.97,6.99999999999636,11.497257
4348,ABT20190322,ABT,2019-03-22,37.86,36.52,37.86,35.72,6.259999999996362,11.497257
4353,ABT20190329,ABT,2019-03-29,36.34,37.86,38.75,35.63,7.57999999999636,11.497257
4358,ABT20190405,ABT,2019-04-05,35.63,35.63,36.34,35.27,6.099999999996362,11.497257
4363,ABT20190412,ABT,2019-04-12,35.41,35.63,36.79,35.41,2.399999999996361,11.497257
4368,ABT20190422,ABT,2019-04-22,35.63,33.85,35.63,33.85,3.449999999996361,11.497257
4373,ABT20190502,ABT,2019-05-02,33.85,34.25,34.25,33.85,0.4899999999963611,11.497257
4378,ABT20190509,ABT,2019-05-09,34.25,33.89,36.34,33.89,0.7599999999963611,11.497257
4383,ABT20190516,ABT,2019-05-16,33.89,34.29,34.74,33.89,0.8099999999963611,11.497257
4388,ABT20190523,ABT,2019-05-23,34.29,34.29,35.63,34.29,2.979999999996361,11.497257
4393,ABT20190530,ABT,2019-05-30,32.96,34.92,35.23,32.96,1.7399999999963613,11.497257
4398,ABT20190606,ABT,2019-06-06,34.92,33.85,35.63,33.85,0.4199999999963612,11.497257
4403,ABT20190613,ABT,2019-06-13,33.85,35.1,35.63,33.85,0.12999999999636114,11.497257
4408,ABT20190620,ABT,2019-06-20,35.14,37.23,37.5,34.92,0.15999999999636114,11.497257
4413,ABT20190627,ABT,2019-06-27,34.74,35.63,35.63,34.38,0.07999999999636112,11.497257
4418,ABT20190704,ABT,2019-07-04,35.63,35.63,35.63,35.63,0.029999999996361132,11.497257
4423,ABT20190711,ABT,2019-07-11,35.63,36.21,36.48,34.83,0.33999999999636116,11.497257
4428,ABT20190718,ABT,2019-07-18,34.92,33.4,37.23,33.4,5.159999999996361,11.497257
4433,ABT20190725,ABT,2019-07-25,34.03,33.85,35.81,32.96,1.3699999999963612,11.497257
4438,ABT20190801,ABT,2019-08-01,33.58,32.6,34.21,31.67,1.0299999999963612,11.497257
4443,ABT20190808,ABT,2019-08-08,32.96,32.65,32.96,32.51,4.269999999996361,11.497257
4448,ABT20190815,ABT,2019-08-15,32.96,33.4,33.67,32.96,1.6199999999963606,11.497257
4453,ABT20190822,ABT,2019-08-22,32.51,33.4,34.29,32.07,2.3199999999963605,11.497257
4458,ABT20190829,ABT,2019-08-29,33.4,34.47,34.74,32.96,1.7999999999963605,11.497257
4463,ABT20190906,ABT,2019-09-06,34.29,35.54,35.54,31.69,1.1499999999963606,11.497257
4468,ABT20190913,ABT,2019-09-13,33.19,33.66,33.85,32.72,1.2099999999963607,11.497257
4473,ABT20190920,ABT,2019-09-20,33.66,33.0,33.66,32.44,1.0599999999963607,11.497257
4478,ABT20190927,ABT,2019-09-27,33.29,33.38,33.38,32.44,0.5699999999963606,11.497257
4483,ABT20191004,ABT,2019-10-04,33.38,33.38,33.38,33.38,0.3799999999963607,11.497257
4488,ABT20191011,ABT,2019-10-11,33.38,33.38,33.38,32.44,0.3799999999963607,11.497257
4493,ABT20191018,ABT,2019-10-18,33.38,35.26,35.26,33.38,0.2799999999963607,11.497257
4498,ABT20191025,ABT,2019-10-25,35.26,35.26,35.26,34.79,0.029999999996360688,11.497257
4503,ABT20191101,ABT,2019-11-01,35.26,32.63,35.26,32.63,0.2299999999963607,11.497257
4508,ABT20191108,ABT,2019-11-08,32.63,34.79,34.79,32.63,0.43999999999636075,11.497257
4513,ABT20191115,ABT,2019-11-15,34.79,35.12,35.21,32.91,6.429999999996361,11.497257
4518,ABT20191122,ABT,2019-11-22,35.02,34.79,35.02,34.79,0.13999999999636115,11.497257
4523,ABT20191129,ABT,2019-11-29,34.79,34.7,34.79,34.7,0.049999999996361136,11.497257
4528,ABT20191206,ABT,2019-12-06,34.7,32.91,34.7,32.06,0.8899999999963611,11.497257
4533,ABT20191213,ABT,2019-12-13,32.91,31.97,32.91,30.28,4.1099999999963615,11.497257
4538,ABT20191220,ABT,2019-12-20,31.97,31.87,34.18,31.87,1.6599999999963617,11.497257
4543,ABT20191227,ABT,2019-12-27,31.87,33.38,33.38,31.26,0.6099999999963619,11.497257
4548,ABT20200106,ABT,2020-01-06,33.38,31.97,33.85,31.69,0.7599999999963618,11.497257
4553,ABT20200113,ABT,2020-01-13,30.14,32.34,34.74,30.14,0.41999999999636184,11.497257
4558,ABT20200120,ABT,2020-01-20,32.34,29.15,32.34,29.15,0.3499999999963618,11.497257
4563,ABT20200203,ABT,2020-02-03,29.15,34.6,34.6,29.15,0.3899999999963618,11.497257
4568,ABT20200210,ABT,2020-02-10,32.2,34.41,34.6,32.06,0.19999999999636178,11.497257
4573,ABT20200217,ABT,2020-02-17,32.02,31.97,34.6,30.28,2.749999999996362,11.497257
4578,ABT20200224,ABT,2020-02-24,31.97,31.5,33.1,30.75,1.9599999999963615,11.497257
4583,ABT20200302,ABT,2020-03-02,29.52,31.03,31.5,29.52,0.42999999999636157,11.497257
4588,ABT20200309,ABT,2020-03-09,29.62,31.69,31.69,29.62,3.9399999999963615,11.497257
4593,ABT20200316,ABT,2020-03-16,31.69,30.65,32.91,30.61,10.269999999996362,11.497257
4598,ABT20200323,ABT,2020-03-23,32.63,30.23,32.63,30.03,12.549999999996363,11.497257
4603,ABT20200330,ABT,2020-03-30,30.13,32.31,32.31,28.97,11.679999999996364,11.497257
4608,ABT20200407,ABT,2020-04-07,30.32,31.97,32.84,30.32,3.6099999999963637,11.497257
4613,ABT20200414,ABT,2020-04-14,31.97,31.0,33.42,30.03,1.859999999996364,11.497257
4618,ABT20200421,ABT,2020-04-21,32.94,31.0,34.29,30.08,1.129999999996364,11.497257
4623,ABT20200428,ABT,2020-04-28,31.0,31.0,32.26,30.23,0.7899999999963638,11.497257
4628,ABT20200507,ABT,2020-05-07,31.0,31.1,33.13,31.0,0.6799999999963638,11.497257
4633,ABT20200514,ABT,2020-05-14,30.61,32.7,32.7,30.61,0.2299999999963638,11.497257
4638,ABT20200521,ABT,2020-05-21,30.52,32.74,32.84,30.52,0.1899999999963638,11.497257
4643,ABT20200528,ABT,2020-05-28,30.52,32.45,32.74,30.37,1.2999999999963638,11.497257
4648,ABT20200604,ABT,2020-06-04,32.45,32.7,32.7,30.56,0.4299999999963638,11.497257
4653,ABT20200611,ABT,2020-06-11,32.7,30.81,32.94,30.81,0.9699999999963639,11.497257
4658,ABT20200618,ABT,2020-06-18,30.81,31.58,31.58,28.48,1.2899999999963638,11.497257
4663,ABT20200625,ABT,2020-06-25,29.6,30.03,31.0,29.6,1.629999999996364,11.497257
4668,ABT20200702,ABT,2020-07-02,30.03,30.03,31.0,30.03,0.08999999999636378,11.497257
4673,ABT20200709,ABT,2020-07-09,32.11,30.56,32.11,30.03,18.209999999996366,11.497257
4678,ABT20200716,ABT,2020-07-16,31.0,30.23,31.77,30.08,25.709999999996366,11.497257
4683,ABT20200723,ABT,2020-07-23,30.23,31.48,31.48,30.23,4.599999999996366,11.497257
4688,ABT20200730,ABT,2020-07-30,30.03,31.97,31.97,28.24,2.769999999996366,11.497257
4693,ABT20200806,ABT,2020-08-06,33.42,29.64,33.42,29.64,4.889999999996365,11.497257
4698,ABT20200813,ABT,2020-08-13,31.0,31.0,31.0,31.0,1.1299999999963657,11.497257
4703,ABT20200820,ABT,2020-08-20,32.45,31.48,33.13,31.0,3.9699999999963653,11.497257
4708,ABT20200827,ABT,2020-08-27,31.48,32.45,32.45,30.37,7.299999999996365,11.497257
4713,ABT20200904,ABT,2020-09-04,32.36,31.15,32.4,31.0,6.2099999999963655,11.497257
4718,ABT20200911,ABT,2020-09-11,31.97,31.68,32.84,31.19,3.5399999999963656,11.497257
4723,ABT20200918,ABT,2020-09-18,32.16,32.45,32.45,31.19,0.12999999999636558,11.497257
4728,ABT20200925,ABT,2020-09-25,32.4,31.87,32.4,30.03,3.4299999999963657,11.497257
4733,ABT20201002,ABT,2020-10-02,31.73,30.76,32.4,29.21,8.139999999996366,11.497257
4738,ABT20201009,ABT,2020-10-09,30.71,30.08,31.29,29.16,1.8699999999963655,11.497257
4743,ABT20201016,ABT,2020-10-16,30.13,29.64,30.42,29.64,5.179999999996366,11.497257
4748,ABT20201023,ABT,2020-10-23,29.64,29.84,30.95,29.55,4.9199999999963655,11.497257
4753,ABT20201030,ABT,2020-10-30,29.84,29.55,33.42,29.55,3.349999999996365,11.497257
