,id,code,date,open_weekly,close_weekly,high_weekly,low_weekly,total_vol,oi
6177,ACC20191206,ACC,2019-12-06,11.78,12.65,12.98,11.78,1.9899999999963531,10.0
6182,ACC20191213,ACC,2019-12-13,12.65,12.65,12.98,12.05,14.329999999996353,10.0
6187,ACC20191220,ACC,2019-12-20,12.65,12.65,12.78,11.85,3.0699999999963534,10.0
6192,ACC20191227,ACC,2019-12-27,12.55,12.51,12.65,11.71,5.909999999996353,10.0
6197,ACC20200106,ACC,2020-01-06,12.65,12.65,12.91,12.01,0.4399999999963531,10.0
6202,ACC20200113,ACC,2020-01-13,11.85,12.91,12.91,11.85,3.3899999999963533,10.0
6207,ACC20200120,ACC,2020-01-20,12.88,13.31,13.64,12.01,15.279999999996352,10.0
6212,ACC20200203,ACC,2020-02-03,12.98,12.78,12.98,12.31,19.81999999999635,10.0
6217,ACC20200210,ACC,2020-02-10,12.98,12.91,12.98,12.65,10.61999999999635,10.0
6222,ACC20200217,ACC,2020-02-17,12.91,12.91,12.91,12.51,2.049999999996351,10.0
6227,ACC20200224,ACC,2020-02-24,13.04,12.88,13.04,12.51,3.259999999996351,10.0
6232,ACC20200302,ACC,2020-03-02,12.88,12.98,12.98,12.88,0.019999999996351363,10.0
6237,ACC20200309,ACC,2020-03-09,12.98,12.85,12.98,12.31,1.3799999999963513,10.0
6242,ACC20200316,ACC,2020-03-16,12.38,12.91,13.64,11.81,14.049999999996352,10.0
6247,ACC20200323,ACC,2020-03-23,12.98,12.58,13.04,11.78,10.999999999996351,10.0
6252,ACC20200330,ACC,2020-03-30,12.78,11.95,12.98,11.71,0.20999999999635138,10.0
6257,ACC20200407,ACC,2020-04-07,11.95,12.65,13.44,11.78,1.5399999999963512,10.0
6262,ACC20200414,ACC,2020-04-14,12.65,13.31,13.31,11.98,2.4799999999963513,10.0
6267,ACC20200421,ACC,2020-04-21,12.71,14.11,14.97,12.08,287.42999999999637,10.0
6272,ACC20200428,ACC,2020-04-28,13.18,12.38,14.04,12.21,36.53999999999633,10.0
6277,ACC20200507,ACC,2020-05-07,12.38,12.65,12.91,12.25,15.219999999996334,10.0
6282,ACC20200514,ACC,2020-05-14,12.65,12.65,13.31,12.38,19.269999999996333,10.0
6287,ACC20200521,ACC,2020-05-21,12.55,12.25,12.88,12.11,10.949999999996333,10.0
6292,ACC20200528,ACC,2020-05-28,12.25,12.31,12.98,12.25,20.139999999996334,10.0
6297,ACC20200604,ACC,2020-06-04,12.58,12.38,12.98,12.31,8.319999999996334,10.0
6302,ACC20200611,ACC,2020-06-11,12.38,12.65,13.51,12.38,28.219999999996332,10.0
6307,ACC20200618,ACC,2020-06-18,12.38,13.04,13.31,12.31,16.83999999999633,10.0
6312,ACC20200625,ACC,2020-06-25,12.45,12.58,12.78,12.38,11.009999999996333,10.0
6317,ACC20200702,ACC,2020-07-02,12.58,11.15,12.58,10.65,253.76999999999634,10.0
6322,ACC20200709,ACC,2020-07-09,11.65,11.05,11.65,10.58,41.849999999996335,10.0
6327,ACC20200716,ACC,2020-07-16,11.05,10.98,11.18,10.92,22.559999999996332,10.0
6332,ACC20200723,ACC,2020-07-23,10.98,10.88,10.98,10.58,14.509999999996332,10.0
6337,ACC20200730,ACC,2020-07-30,10.65,9.98,10.65,9.72,24.99999999999633,10.0
6342,ACC20200806,ACC,2020-08-06,9.92,10.82,11.05,9.92,57.10999999999633,10.0
6347,ACC20200813,ACC,2020-08-13,10.82,10.82,10.98,10.72,32.50999999999633,10.0
6352,ACC20200820,ACC,2020-08-20,10.75,11.58,11.95,10.72,154.62999999999633,10.0
6357,ACC20200827,ACC,2020-08-27,11.58,11.71,12.11,11.45,42.21999999999633,10.0
6362,ACC20200904,ACC,2020-09-04,11.85,13.31,14.34,11.48,216.39999999999634,10.0
6367,ACC20200911,ACC,2020-09-11,13.64,12.88,13.64,12.38,55.50999999999633,10.0
6372,ACC20200918,ACC,2020-09-18,12.81,12.78,12.98,12.58,45.13999999999634,10.0
6377,ACC20200925,ACC,2020-09-25,12.78,12.85,12.94,12.05,22.379999999996333,10.0
6382,ACC20201002,ACC,2020-10-02,12.65,12.81,12.85,12.25,32.249999999996334,10.0
6387,ACC20201009,ACC,2020-10-09,12.78,13.11,13.31,12.58,41.07999999999634,10.0
6392,ACC20201016,ACC,2020-10-16,13.01,12.65,13.11,11.98,23.489999999996332,30.0
6397,ACC20201023,ACC,2020-10-23,13.18,12.78,13.18,12.38,12.029999999996335,30.0
6402,ACC20201030,ACC,2020-10-30,12.45,12.78,12.81,12.05,57.15999999999633,30.0
6407,ACC20201106,ACC,2020-11-06,13.28,12.98,13.28,12.11,65.06999999999634,30.0
6412,ACC20201113,ACC,2020-11-13,12.88,12.45,12.98,12.11,100.38999999999635,30.0
6417,ACC20201120,ACC,2020-11-20,12.45,13.94,15.1,12.45,283.8099999999963,30.0
6422,ACC20201127,ACC,2020-11-27,13.31,13.51,13.89,13.12,148.36999999999634,30.0
6427,ACC20201204,ACC,2020-12-04,13.51,14.25,14.5,13.41,172.01999999999634,30.0
6432,ACC20201211,ACC,2020-12-11,14.2,13.0,14.25,13.0,392.9999999999963,30.0
6437,ACC20201218,ACC,2020-12-18,13.8,14.0,14.5,13.3,310.82999999999635,30.0
6442,ACC20201225,ACC,2020-12-25,14.2,14.2,14.4,13.85,154.13999999999635,30.0
6447,ACC20210104,ACC,2021-01-04,14.2,15.8,15.8,14.05,243.11999999999634,30.0
6452,ACC20210111,ACC,2021-01-11,16.9,16.5,17.85,16.0,419.09999999999627,30.0
6457,ACC20210118,ACC,2021-01-18,16.2,16.15,16.5,15.75,243.59999999999633,30.0
6462,ACC20210125,ACC,2021-01-25,15.9,14.8,15.9,14.1,238.69999999999635,30.0
6467,ACC20210201,ACC,2021-02-01,14.7,13.7,14.7,12.6,383.2999999999963,30.0
6472,ACC20210208,ACC,2021-02-08,13.7,14.0,14.4,13.5,218.29999999999632,30.0
6477,ACC20210222,ACC,2021-02-22,14.0,15.25,15.3,13.95,277.2999999999963,30.0
6482,ACC20210301,ACC,2021-03-01,15.25,15.25,15.6,14.95,174.09999999999633,30.0
6487,ACC20210308,ACC,2021-03-08,15.25,15.9,16.85,15.2,510.39999999999634,30.0
6492,ACC20210315,ACC,2021-03-15,15.8,16.8,16.9,15.75,326.5999999999963,30.0
6497,ACC20210322,ACC,2021-03-22,16.9,18.0,19.0,16.7,716.2999999999963,30.0
6502,ACC20210329,ACC,2021-03-29,18.15,17.25,18.15,16.7,298.19999999999635,30.0
6507,ACC20210405,ACC,2021-04-05,17.25,17.05,17.4,16.9,257.4999999999963,30.0
6512,ACC20210412,ACC,2021-04-12,16.7,16.9,17.1,16.6,240.49999999999636,30.0
6517,ACC20210419,ACC,2021-04-19,16.9,16.2,16.9,16.0,209.99999999999636,30.0
6522,ACC20210427,ACC,2021-04-27,16.2,15.5,16.4,15.0,144.99999999999633,30.0
6527,ACC20210506,ACC,2021-05-06,15.2,15.45,15.75,15.0,139.79999999999634,30.0
6532,ACC20210513,ACC,2021-05-13,15.4,15.1,15.4,14.5,205.19999999999632,30.0
6537,ACC20210520,ACC,2021-05-20,15.15,14.4,15.2,14.35,156.99999999999633,30.0
6542,ACC20210527,ACC,2021-05-27,14.4,14.45,15.0,14.2,90.29999999999633,30.0
6547,ACC20210603,ACC,2021-06-03,14.45,14.85,14.9,14.3,113.49999999999633,30.0
6552,ACC20210610,ACC,2021-06-10,14.9,14.85,15.0,14.5,156.29999999999632,30.0
6557,ACC20210617,ACC,2021-06-17,14.85,15.5,16.1,14.65,391.2999999999963,30.0
6562,ACC20210624,ACC,2021-06-24,15.4,15.15,15.85,14.7,406.1999999999963,30.0
6567,ACC20210701,ACC,2021-07-01,15.0,15.45,15.6,15.0,146.4999999999963,30.0
6572,ACC20210708,ACC,2021-07-08,15.5,15.05,17.0,14.7,648.6999999999964,30.0
6577,ACC20210715,ACC,2021-07-15,15.0,14.4,15.1,13.5,269.7999999999963,30.0
6582,ACC20210722,ACC,2021-07-22,14.25,14.3,14.3,13.3,198.79999999999632,30.0
6587,ACC20210729,ACC,2021-07-29,14.3,13.7,14.4,13.6,239.39999999999628,30.0
6592,ACC20210805,ACC,2021-08-05,13.65,14.8,14.8,13.5,222.6999999999963,30.0
6597,ACC20210812,ACC,2021-08-12,14.8,15.1,15.5,14.6,374.8999999999963,30.0
6604,ACL20150109,ACL,2015-01-09,4.18,4.32,4.47,4.18,18.599999999996307,18.399675
6609,ACL20150116,ACL,2015-01-16,4.18,4.21,4.47,3.92,28.769999999996305,18.399675
6614,ACL20150123,ACL,2015-01-23,4.29,4.1,4.29,4.0,21.869999999996306,18.399675
6619,ACL20150130,ACL,2015-01-30,4.1,3.96,4.11,3.66,75.9999999999963,18.399675
6624,ACL20150206,ACL,2015-02-06,3.81,3.62,3.92,3.47,50.139999999996306,18.399675
6629,ACL20150213,ACL,2015-02-13,3.58,3.62,3.62,3.39,12.269999999996305,18.399675
6634,ACL20150302,ACL,2015-03-02,3.73,3.73,3.77,3.62,12.499999999996305,18.399675
6639,ACL20150309,ACL,2015-03-09,3.66,3.73,3.77,3.54,22.569999999996305,18.399675
6644,ACL20150316,ACL,2015-03-16,3.58,3.69,3.73,3.54,6.909999999996305,18.399675
6649,ACL20150323,ACL,2015-03-23,3.66,3.62,3.73,3.5,5.3999999999963055,18.399675
6654,ACL20150330,ACL,2015-03-30,3.62,3.58,3.85,3.5,17.709999999996306,18.399675
6659,ACL20150406,ACL,2015-04-06,3.73,3.62,3.73,3.5,8.939999999996305,18.399675
6664,ACL20150413,ACL,2015-04-13,3.62,3.54,3.62,3.43,3.219999999996305,18.399675
6669,ACL20150420,ACL,2015-04-20,3.47,3.54,3.58,3.39,15.779999999996306,18.399675
6674,ACL20150427,ACL,2015-04-27,3.54,3.54,3.58,3.31,4.169999999996305,18.399675
6679,ACL20150508,ACL,2015-05-08,3.47,3.58,3.58,3.28,9.009999999996305,18.399675
6684,ACL20150515,ACL,2015-05-15,3.39,3.39,3.58,3.39,14.839999999996305,18.399675
6689,ACL20150522,ACL,2015-05-22,3.43,3.54,3.58,3.28,7.9799999999963065,18.399675
6694,ACL20150529,ACL,2015-05-29,3.58,3.47,3.58,3.35,15.479999999996306,18.399675
6699,ACL20150605,ACL,2015-06-05,3.54,3.54,3.58,3.39,16.919999999996307,18.399675
6704,ACL20150612,ACL,2015-06-12,3.54,3.47,3.54,3.31,20.669999999996307,18.399675
6709,ACL20150619,ACL,2015-06-19,3.31,3.39,3.5,3.24,193.6399999999963,18.399675
6714,ACL20150626,ACL,2015-06-26,3.39,3.31,3.43,3.24,119.70999999999633,18.399675
6719,ACL20150703,ACL,2015-07-03,3.2,3.28,3.35,3.16,48.8099999999963,18.399675
6724,ACL20150710,ACL,2015-07-10,3.2,3.28,3.35,3.16,69.9199999999963,18.399675
6729,ACL20150717,ACL,2015-07-17,3.28,3.31,3.31,3.12,46.8499999999963,18.399675
6734,ACL20150724,ACL,2015-07-24,3.24,3.35,3.43,3.24,140.8199999999963,18.399675
6739,ACL20150731,ACL,2015-07-31,3.39,3.39,3.5,3.35,131.00999999999632,18.399675
6744,ACL20150807,ACL,2015-08-07,3.39,3.39,3.39,3.24,204.87999999999627,18.399675
6749,ACL20150814,ACL,2015-08-14,3.43,3.5,3.5,3.39,25.299999999996302,18.399675
6754,ACL20150821,ACL,2015-08-21,3.5,3.5,3.66,3.47,48.84999999999631,18.399675
6759,ACL20150828,ACL,2015-08-28,3.31,3.58,3.58,3.31,81.56999999999631,18.399675
6764,ACL20150907,ACL,2015-09-07,3.58,3.54,3.58,3.47,18.399999999996304,18.399675
6769,ACL20150914,ACL,2015-09-14,3.47,3.62,3.66,3.47,70.0199999999963,18.399675
6774,ACL20150921,ACL,2015-09-21,3.62,3.69,3.69,3.62,8.929999999996305,18.399675
6779,ACL20150928,ACL,2015-09-28,3.69,3.77,3.81,3.66,50.62999999999631,18.399675
6784,ACL20151005,ACL,2015-10-05,3.77,3.77,3.77,3.77,-3.6912695122737205e-12,18.399675
6789,ACL20151012,ACL,2015-10-12,3.66,3.77,3.77,3.58,6.339999999996309,18.399675
6794,ACL20151019,ACL,2015-10-19,3.77,3.62,3.77,3.43,40.969999999996304,18.399675
6799,ACL20151026,ACL,2015-10-26,3.58,3.66,3.66,3.47,22.219999999996304,18.399675
6804,ACL20151102,ACL,2015-11-02,3.54,3.66,3.66,3.47,37.33999999999631,18.399675
6809,ACL20151109,ACL,2015-11-09,3.66,3.58,3.66,3.39,0.2999999999963088,18.399675
6814,ACL20151116,ACL,2015-11-16,3.43,3.54,3.62,3.35,25.62999999999631,18.399675
6819,ACL20151123,ACL,2015-11-23,3.62,3.66,3.73,3.54,10.039999999996308,18.399675
6824,ACL20151130,ACL,2015-11-30,3.58,3.66,3.73,3.47,11.039999999996308,18.399675
6829,ACL20151207,ACL,2015-12-07,3.58,3.58,3.62,3.39,12.519999999996308,18.399675
6834,ACL20151214,ACL,2015-12-14,3.43,3.62,3.62,3.43,28.639999999996306,18.399675
6839,ACL20151221,ACL,2015-12-21,3.39,3.58,3.66,3.39,2.319999999996307,18.399675
6844,ACL20151228,ACL,2015-12-28,3.66,3.66,3.66,3.47,0.19999999999630697,18.399675
6849,ACL20160105,ACL,2016-01-05,3.54,3.66,3.66,3.43,1.439999999996307,18.399675
6854,ACL20160112,ACL,2016-01-12,3.66,3.66,3.66,3.43,1.1299999999963068,18.399675
6859,ACL20160119,ACL,2016-01-19,3.66,3.62,3.77,3.5,3.309999999996307,18.399675
6864,ACL20160126,ACL,2016-01-26,3.62,3.78,3.78,3.58,30.759999999996307,18.399675
6869,ACL20160202,ACL,2016-02-02,3.66,3.74,3.78,3.62,3.909999999996307,18.399675
6874,ACL20160216,ACL,2016-02-16,3.66,3.9,3.98,3.62,0.769999999996307,18.399675
6879,ACL20160223,ACL,2016-02-23,3.66,3.9,3.9,3.54,14.089999999996307,18.399675
6884,ACL20160301,ACL,2016-03-01,3.66,3.74,3.78,3.54,11.589999999996309,18.399675
6889,ACL20160308,ACL,2016-03-08,3.74,3.78,3.78,3.58,2.079999999996308,18.399675
6894,ACL20160315,ACL,2016-03-15,3.78,3.7,3.78,3.66,1.079999999996308,18.399675
6899,ACL20160322,ACL,2016-03-22,3.7,3.74,3.78,3.66,8.449999999996308,18.399675
6904,ACL20160329,ACL,2016-03-29,3.74,3.86,3.86,3.66,2.6699999999963078,18.399675
6909,ACL20160405,ACL,2016-04-05,3.82,3.66,3.82,3.66,11.929999999996308,18.399675
6914,ACL20160412,ACL,2016-04-12,3.86,3.86,3.86,3.86,0.40999999999630693,18.399675
6919,ACL20160420,ACL,2016-04-20,3.86,4.02,4.11,3.86,15.819999999996305,18.399675
6924,ACL20160427,ACL,2016-04-27,4.02,4.07,4.07,3.86,4.329999999996307,18.399675
6929,ACL20160506,ACL,2016-05-06,3.86,3.98,4.07,3.86,3.879999999996307,18.399675
6934,ACL20160513,ACL,2016-05-13,3.86,3.86,3.98,3.74,18.539999999996308,18.399675
6939,ACL20160520,ACL,2016-05-20,3.74,3.82,3.98,3.66,57.2099999999963,18.399675
6944,ACL20160527,ACL,2016-05-27,3.82,3.82,3.82,3.78,4.339999999996305,18.399675
6949,ACL20160603,ACL,2016-06-03,3.74,3.9,3.98,3.66,17.099999999996307,18.399675
6954,ACL20160610,ACL,2016-06-10,3.74,3.9,3.9,3.66,14.359999999996305,18.399675
6959,ACL20160617,ACL,2016-06-17,3.9,3.74,3.9,3.74,1.1699999999963053,18.399675
6964,ACL20160624,ACL,2016-06-24,3.66,3.82,3.86,3.66,4.419999999996306,18.399675
6969,ACL20160701,ACL,2016-07-01,3.82,3.7,3.82,3.58,4.1499999999963055,22.799677
6974,ACL20160708,ACL,2016-07-08,3.74,3.66,3.78,3.66,4.229999999996306,22.799677
6979,ACL20160715,ACL,2016-07-15,3.74,3.78,3.78,3.41,8.509999999996305,22.799677
6984,ACL20160722,ACL,2016-07-22,3.58,3.7,3.78,3.58,21.339999999996305,22.799677
6989,ACL20160729,ACL,2016-07-29,3.74,3.82,3.82,3.66,11.309999999996304,22.799677
6994,ACL20160805,ACL,2016-08-05,3.7,3.74,3.78,3.66,30.189999999996306,22.799677
6999,ACL20160812,ACL,2016-08-12,3.74,3.74,3.86,3.54,15.669999999996307,22.799677
7004,ACL20160819,ACL,2016-08-19,3.74,3.66,3.86,3.54,6.519999999996305,22.799677
7009,ACL20160826,ACL,2016-08-26,3.74,3.74,3.74,3.74,0.3299999999963052,22.799677
7014,ACL20160905,ACL,2016-09-05,3.66,3.66,3.66,3.66,0.1999999999963052,22.799677
7019,ACL20160912,ACL,2016-09-12,3.66,3.7,3.7,3.41,0.7399999999963052,22.799677
7024,ACL20160919,ACL,2016-09-19,3.7,3.7,3.7,3.5,1.4299999999963051,22.799677
7029,ACL20160926,ACL,2016-09-26,3.7,3.76,3.76,3.58,5.019999999996305,22.799677
7034,ACL20161003,ACL,2016-10-03,3.76,3.72,3.76,3.54,11.719999999996306,22.799677
7039,ACL20161010,ACL,2016-10-10,3.54,3.62,3.72,3.46,15.899999999996307,22.799677
7044,ACL20161017,ACL,2016-10-17,3.62,3.54,3.66,3.33,11.799999999996306,22.799677
7049,ACL20161024,ACL,2016-10-24,3.55,3.53,3.58,3.33,10.709999999996306,22.799677
7054,ACL20161031,ACL,2016-10-31,3.53,3.54,3.54,3.37,2.999999999996307,22.799677
7059,ACL20161107,ACL,2016-11-07,3.54,3.25,3.54,3.25,24.989999999996307,22.799677
7064,ACL20161114,ACL,2016-11-14,3.17,3.46,3.46,3.05,39.499999999996305,22.799677
7074,ACL20161128,ACL,2016-11-28,3.25,3.37,3.41,3.14,27.11999999999631,22.799677
7079,ACL20161205,ACL,2016-12-05,3.25,3.21,3.41,3.05,18.929999999996305,22.799677
7084,ACL20161212,ACL,2016-12-12,3.17,3.17,3.33,2.97,2.359999999996305,22.799677
7089,ACL20161219,ACL,2016-12-19,2.97,3.23,3.25,2.95,9.039999999996304,22.799677
7094,ACL20161226,ACL,2016-12-26,3.02,3.41,3.46,3.02,4.199999999996305,22.799677
7099,ACL20170103,ACL,2017-01-03,3.41,3.22,3.55,3.01,4.679999999996305,22.799677
7104,ACL20170110,ACL,2017-01-10,3.22,3.39,3.39,3.22,0.03999999999630518,22.799677
7109,ACL20170117,ACL,2017-01-17,3.33,3.22,3.44,3.22,1.909999999996305,22.799677
7114,ACL20170124,ACL,2017-01-24,3.41,3.46,3.46,3.17,0.6299999999963052,22.799677
7119,ACL20170207,ACL,2017-02-07,3.37,3.54,3.58,3.37,9.969999999996306,22.799677
7124,ACL20170214,ACL,2017-02-14,3.58,3.62,3.62,3.57,1.0499999999963052,22.799677
7129,ACL20170221,ACL,2017-02-21,3.62,3.52,3.62,3.25,9.979999999996306,22.799677
7134,ACL20170228,ACL,2017-02-28,3.56,3.74,3.81,3.31,18.719999999996304,22.799677
7139,ACL20170307,ACL,2017-03-07,3.54,3.55,3.58,3.39,17.329999999996303,22.799677
7144,ACL20170314,ACL,2017-03-14,3.53,3.62,3.62,3.48,30.589999999996305,22.799677
7149,ACL20170321,ACL,2017-03-21,3.45,3.56,3.58,3.37,1.7099999999963051,22.799677
7154,ACL20170328,ACL,2017-03-28,3.56,3.43,3.65,3.31,34.3299999999963,22.799677
7159,ACL20170404,ACL,2017-04-04,3.33,3.25,3.41,3.14,47.6399999999963,22.799677
7164,ACL20170412,ACL,2017-04-12,3.25,3.33,3.33,3.09,51.7499999999963,22.799677
7169,ACL20170419,ACL,2017-04-19,3.33,3.33,3.49,3.13,13.559999999996299,22.799677
7174,ACL20170426,ACL,2017-04-26,3.33,3.44,3.48,3.11,3.799999999996298,22.799677
7179,ACL20170505,ACL,2017-05-05,3.44,3.31,3.46,3.2,11.0599999999963,22.799677
7184,ACL20170512,ACL,2017-05-12,3.41,3.31,3.41,3.08,12.5199999999963,22.799677
7189,ACL20170519,ACL,2017-05-19,3.45,3.46,3.48,3.29,16.0699999999963,22.799677
7194,ACL20170526,ACL,2017-05-26,3.29,3.5,3.61,3.29,13.569999999996298,22.799677
7199,ACL20170602,ACL,2017-06-02,3.5,3.5,3.5,3.5,1.1199999999962982,22.799677
7204,ACL20170609,ACL,2017-06-09,3.5,3.46,3.5,3.41,3.919999999996298,22.799677
7209,ACL20170616,ACL,2017-06-16,3.29,3.48,3.5,3.25,29.9099999999963,22.799677
7214,ACL20170623,ACL,2017-06-23,3.48,3.5,3.5,3.25,2.4899999999962983,22.799677
7219,ACL20170630,ACL,2017-06-30,3.43,3.45,3.49,3.35,13.429999999996298,22.799677
7224,ACL20170707,ACL,2017-07-07,3.44,3.45,3.6,3.37,10.529999999996297,22.799677
7229,ACL20170714,ACL,2017-07-14,3.45,3.46,3.46,3.28,14.229999999996298,22.799677
7234,ACL20170721,ACL,2017-07-21,3.46,3.41,3.46,3.25,4.879999999996297,22.799677
7239,ACL20170728,ACL,2017-07-28,3.35,3.25,3.41,3.11,53.5299999999963,22.799677
7244,ACL20170804,ACL,2017-08-04,3.48,3.6,3.66,3.33,32.299999999996295,22.799677
7249,ACL20170811,ACL,2017-08-11,3.36,3.5,3.58,3.36,10.279999999996294,22.799677
7254,ACL20170818,ACL,2017-08-18,3.41,3.5,3.58,3.23,6.669999999996295,22.799677
7259,ACL20170825,ACL,2017-08-25,3.41,3.46,3.5,3.35,17.919999999996296,22.799677
7264,ACL20170901,ACL,2017-09-01,3.46,3.41,3.5,3.25,22.999999999996298,22.799677
7269,ACL20170911,ACL,2017-09-11,3.41,3.39,3.41,3.26,3.8099999999962963,22.799677
7274,ACL20170918,ACL,2017-09-18,3.37,3.41,3.48,3.31,21.999999999996298,22.799677
7279,ACL20170925,ACL,2017-09-25,3.5,3.44,3.5,3.25,32.3599999999963,22.799677
7284,ACL20171002,ACL,2017-10-02,3.44,3.41,3.44,3.39,1.2699999999962963,22.799677
7289,ACL20171009,ACL,2017-10-09,3.41,3.5,3.5,3.41,1.3499999999962964,22.799677
7294,ACL20171016,ACL,2017-10-16,3.41,3.59,3.61,3.26,30.559999999996293,22.799677
7299,ACL20171023,ACL,2017-10-23,3.46,3.5,3.56,3.37,14.329999999996295,22.799677
7304,ACL20171030,ACL,2017-10-30,3.5,3.5,3.52,3.46,0.3399999999962945,22.799677
7309,ACL20171106,ACL,2017-11-06,3.5,3.5,3.5,3.3,0.039999999996294576,22.799677
7314,ACL20171113,ACL,2017-11-13,3.3,3.49,3.49,3.3,0.06999999999629458,22.799677
7319,ACL20171120,ACL,2017-11-20,3.26,3.54,3.54,3.26,2.5299999999962948,22.799677
7324,ACL20171127,ACL,2017-11-27,3.54,3.52,3.54,3.28,8.929999999996294,22.799677
7329,ACL20171204,ACL,2017-12-04,3.52,3.35,3.52,3.33,7.849999999996294,22.799677
7334,ACL20171211,ACL,2017-12-11,3.37,3.36,3.59,3.35,1.4899999999962945,22.799677
7339,ACL20171218,ACL,2017-12-18,3.48,3.56,3.56,3.25,44.7899999999963,22.799677
7344,ACL20171225,ACL,2017-12-25,3.52,3.52,3.76,3.37,5.8899999999962915,22.799677
7349,ACL20180102,ACL,2018-01-02,3.33,3.44,3.52,3.29,81.77999999999628,22.799677
7354,ACL20180109,ACL,2018-01-09,3.3,3.1,3.58,3.1,46.23999999999629,22.799677
7359,ACL20180116,ACL,2018-01-16,3.29,3.49,3.62,3.25,127.95999999999628,22.799677
7364,ACL20180125,ACL,2018-01-25,3.34,3.33,3.49,3.31,22.539999999996276,22.799677
7369,ACL20180201,ACL,2018-02-01,3.46,3.25,3.46,3.13,50.55999999999628,22.799677
7374,ACL20180208,ACL,2018-02-08,3.17,3.21,3.25,2.95,52.80999999999628,22.799677
7379,ACL20180222,ACL,2018-02-22,3.21,3.33,3.37,3.17,16.479999999996277,22.799677
7384,ACL20180301,ACL,2018-03-01,3.33,3.37,3.41,3.1,104.57999999999629,22.799677
7389,ACL20180308,ACL,2018-03-08,3.37,3.37,3.41,3.14,182.8599999999963,22.799677
7394,ACL20180315,ACL,2018-03-15,3.29,3.38,3.46,3.25,138.09999999999627,22.799677
7399,ACL20180322,ACL,2018-03-22,3.37,3.44,3.46,3.33,39.23999999999629,22.799677
7404,ACL20180329,ACL,2018-03-29,3.44,3.41,3.5,3.33,31.299999999996288,22.799677
7409,ACL20180405,ACL,2018-04-05,3.41,3.46,3.64,3.41,61.83999999999629,22.799677
7414,ACL20180412,ACL,2018-04-12,3.46,3.46,3.62,3.37,60.6499999999963,22.799677
7419,ACL20180419,ACL,2018-04-19,3.46,3.78,3.82,3.46,40.729999999996295,22.799677
7424,ACL20180427,ACL,2018-04-27,3.78,3.82,3.82,3.66,54.909999999996295,22.799677
7429,ACL20180508,ACL,2018-05-08,3.82,3.82,4.02,3.74,54.269999999996294,22.799677
7434,ACL20180515,ACL,2018-05-15,3.82,3.82,3.9,3.66,34.37999999999629,22.799677
7439,ACL20180522,ACL,2018-05-22,3.82,4.21,4.21,3.82,36.5499999999963,22.799677
7444,ACL20180529,ACL,2018-05-29,4.21,4.06,4.23,3.67,3.209999999996298,22.799677
7449,ACL20180605,ACL,2018-06-05,3.79,3.99,4.29,3.78,16.609999999996294,22.799677
7454,ACL20180612,ACL,2018-06-12,4.25,4.07,4.35,3.99,96.0899999999963,22.799677
7459,ACL20180619,ACL,2018-06-19,4.07,4.07,4.31,4.02,228.84999999999627,22.799677
7464,ACL20180626,ACL,2018-06-26,4.07,4.07,4.07,4.07,201.40999999999627,22.799677
7469,ACL20180703,ACL,2018-07-03,4.07,4.07,4.07,4.07,109.89999999999628,22.799677
7474,ACL20180710,ACL,2018-07-10,4.07,4.07,4.07,4.07,338.5799999999963,22.799677
7479,ACL20180717,ACL,2018-07-17,4.07,4.07,4.35,4.07,557.4999999999962,22.799677
7484,ACL20180724,ACL,2018-07-24,4.07,3.82,4.07,3.79,2.919999999996305,22.799677
7489,ACL20180731,ACL,2018-07-31,4.06,4.63,4.63,3.83,403.7799999999963,22.799677
7494,ACL20180807,ACL,2018-08-07,4.94,4.35,4.96,4.35,11.909999999996305,22.799677
7499,ACL20180814,ACL,2018-08-14,4.47,4.55,4.84,4.39,4.439999999996305,22.799677
7504,ACL20180821,ACL,2018-08-21,4.55,4.31,4.55,4.25,0.3899999999963052,22.799677
7509,ACL20180828,ACL,2018-08-28,4.25,4.96,4.96,4.07,22.889999999996306,22.799677
7514,ACL20180905,ACL,2018-09-05,4.96,4.84,4.96,4.59,11.079999999996303,22.799677
7519,ACL20180912,ACL,2018-09-12,4.84,4.88,5.08,4.68,14.099999999996305,22.799677
7524,ACL20180919,ACL,2018-09-19,4.92,5.69,6.04,4.76,43.8199999999963,22.799677
7529,ACL20180926,ACL,2018-09-26,5.31,6.34,6.34,5.31,32.859999999996305,22.799677
7534,ACL20181003,ACL,2018-10-03,6.38,7.48,8.01,6.38,123.59999999999631,22.799677
7539,ACL20181010,ACL,2018-10-10,7.56,7.64,7.99,7.32,67.0199999999963,22.799677
7544,ACL20181017,ACL,2018-10-17,7.24,7.36,8.01,6.75,64.3899999999963,22.799677
7549,ACL20181024,ACL,2018-10-24,6.91,8.21,8.21,6.87,96.0999999999963,22.799677
7554,ACL20181031,ACL,2018-10-31,8.01,10.43,10.43,7.93,402.6699999999963,22.799677
7559,ACL20181107,ACL,2018-11-07,11.06,12.26,12.26,10.43,366.03999999999627,22.799677
7564,ACL20181114,ACL,2018-11-14,13.11,15.12,16.83,12.99,423.7799999999962,22.799677
7569,ACL20181121,ACL,2018-11-21,15.37,14.59,16.26,14.03,489.11999999999625,22.799677
7574,ACL20181128,ACL,2018-11-28,14.23,14.18,15.69,13.47,443.9599999999963,22.799677
7579,ACL20181205,ACL,2018-12-05,13.88,13.49,14.35,12.48,317.23999999999626,22.799677
